DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2001-01-01,82,56,0.02,,,X
2001-01-02,58,50,0.04,,,X
2001-01-03,96,83,,,,
2001-01-04,95,67,0.09,,,M
2001-01-05,41,25,0.03,,,X
2001-01-06,40,19,,,,X
2001-01-07,82,74,0.04,0.03,,M
2001-01-08,87,78,0.06,0.01,,E
2001-01-09,51,24,0.1,,,E
2001-01-10,35,6,0.09,,,E
2001-01-11,84,69,0.17,,,E
2001-01-12,65,43,0.06,,,E
2001-01-13,88,64,0.2,,,X
2001-01-14,30,15,0.02,,,M
2001-01-15,74,53,0.09,,,X
2001-01-16,92,79,,,,M
2001-01-17,43,37,0.12,,,X
2001-01-18,41,34,0.08,,,X
2001-01-19,71,46,0.0,,,E
2001-01-20,37,29,0.04,,,X
2001-01-21,107,101,0.15,,,E
2001-01-22,66,52,0.12,,1,X
2001-01-23,53,36,,,,E
2001-01-24,104,88,0.06,,,E
2001-01-25,57,35,0.07,,,M
2001-01-26,105,78,0.02,,,E
2001-01-27,34,24,0.02,,,M
2001-01-28,73,51,0.01,0.03,,M
2001-01-29,105,91,0.01,,,M
2001-01-30,57,44,0.0,,,E
2001-01-31,96,71,0.21,,,X
2001-02-01,56,32,0.02,,,M
2001-02-02,57,29,0.07,0.02,0,X
2001-02-03,41,26,0.04,,,X
2001-02-04,88,66,0.06,,,X
2001-02-05,39,34,0.1,,,M
2001-02-06,94,84,0.02,,,M
2001-02-07,104,91,,,,X
2001-02-08,104,88,0.12,,,M
2001-02-09,40,17,0.06,,,M
2001-02-10,97,75,0.02,,2,X
2001-02-11,46,17,0.04,0.12,,X
2001-02-12,49,20,0.17,,,E
2001-02-13,69,43,0.04,,,M
2001-02-14,72,53,0.02,,,X
2001-02-15,65,41,0.06,,,M
2001-02-16,90,78,0.02,,,E
2001-02-17,41,15,0.05,,,M
2001-02-18,92,86,0.01,0.04,,X
2001-02-19,83,73,0.08,,1,M
2001-02-20,58,49,0.09,0.16,,M
2001-02-21,107,86,0.0,,,X
2001-02-22,75,64,0.13,,,E
2001-02-23,66,54,0.12,,,E
2001-02-24,48,41,0.02,,,M
2001-02-25,56,42,0.1,,,E
2001-02-26,30,5,0.0,,,M
2001-02-27,51,26,0.15,,,E
2001-02-28,66,56,0.03,,3,E
2001-03-01,45,29,,,4,X
2001-03-02,40,24,0.19,,,M
2001-03-03,100,90,0.16,,,X
2001-03-04,43,33,,,,M
2001-03-05,39,14,0.04,,,E
2001-03-06,49,29,0.09,,,E
2001-03-07,87,82,0.09,,,X
2001-03-08,56,38,0.02,,,M
2001-03-09,99,82,0.06,,,X
2001-03-10,45,30,0.03,,,E
2001-03-11,60,38,0.07,,,E
2001-03-12,103,85,0.01,,,M
2001-03-13,92,86,0.06,,,X
2001-03-14,82,53,0.0,,,E
2001-03-15,99,79,0.13,,,E
2001-03-16,38,33,0.03,,,M
2001-03-17,57,41,0.09,,,E
2001-03-18,67,49,0.13,,,
2001-03-19,65,41,0.15,,,E
2001-03-20,61,53,0.11,,,M
2001-03-21,31,23,0.18,,,X
2001-03-22,60,32,0.09,,,X
2001-03-23,41,35,0.04,,,X
2001-03-24,44,15,0.22,,,X
2001-03-25,44,29,0.17,,,M
2001-03-26,98,86,0.03,,,E
2001-03-27,93,80,0.3,,,M
2001-03-28,43,20,,,,E
2001-03-29,45,16,0.03,,,M
2001-03-30,87,60,0.06,,,E
2001-03-31,78,68,0.06,,,M
2001-04-01,59,45,0.28,,,X
2001-04-02,47,35,0.13,,,E
2001-04-03,50,25,0.0,,,M
2001-04-04,98,69,0.01,,0,M
2001-04-05,30,13,,,,M
2001-04-06,86,60,0.09,,,X
2001-04-07,67,42,0.04,,,M
2001-04-08,91,64,0.03,,,M
2001-04-09,85,59,0.01,,,E
2001-04-10,97,79,0.26,,,M
2001-04-11,89,61,0.06,,,E
2001-04-12,41,19,0.08,,,E
2001-04-13,97,73,0.04,,,X
2001-04-14,32,22,0.02,0.03,,M
2001-04-15,92,85,0.08,,,M
2001-04-16,100,75,,,,M
2001-04-17,94,85,0.02,,2,X
2001-04-18,34,22,0.14,,,X
2001-04-19,52,46,,,,M
2001-04-20,30,22,0.15,,,E
2001-04-21,68,53,0.22,,,M
2001-04-22,41,32,0.1,0.04,,M
2001-04-23,67,59,0.0,,,X
2001-04-24,106,101,0.07,,,M
2001-04-25,47,31,0.14,,,X
2001-04-26,108,90,0.02,,,E
2001-04-27,64,38,0.28,0.02,,E
2001-04-28,61,37,0.05,,,E
2001-04-29,109,86,0.19,,,M
2001-04-30,70,41,0.14,,,
2001-05-01,60,50,0.08,,,E
2001-05-02,44,39,,,,
2001-05-03,95,81,0.01,,,X
2001-05-04,45,21,0.02,,,X
2001-05-05,83,71,0.0,,,E
2001-05-06,96,86,0.09,,,X
2001-05-07,92,72,0.23,,,E
2001-05-08,101,76,0.11,0.02,,M
2001-05-09,73,44,,,,X
2001-05-10,57,50,0.06,,4,M
2001-05-11,89,73,0.03,,,X
2001-05-12,88,67,0.06,0.06,,X
2001-05-13,76,57,0.12,,,E
2001-05-14,106,77,0.08,,,E
2001-05-15,55,32,0.03,,,E
2001-05-16,69,58,,,,E
2001-05-17,74,49,0.03,,,M
2001-05-18,74,49,0.19,,,M
2001-05-19,63,42,0.03,,,M
2001-05-20,102,83,0.11,,,M
2001-05-21,76,58,0.01,,,E
2001-05-22,70,42,0.01,,,M
2001-05-23,69,63,0.0,,,X
2001-05-24,59,50,0.09,,,E
2001-05-25,61,49,0.01,,,M
2001-05-26,100,87,0.14,,,M
2001-05-27,59,53,0.11,,,E
2001-05-28,59,34,0.18,0.01,,M
2001-05-29,49,43,0.24,,,E
2001-05-30,93,82,0.17,,,
2001-05-31,90,77,0.01,,,M
2001-06-01,75,51,0.03,0.06,,X
2001-06-02,86,62,0.05,,,E
2001-06-03,39,23,0.31,,,M
2001-06-04,61,54,0.1,,,X
2001-06-05,54,42,0.07,,,E
