DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2002-01-01,86,61,0.01,,2,E
2002-01-02,57,41,0.14,,,M
2002-01-03,33,24,0.05,,,X
2002-01-04,105,83,0.14,,,X
2002-01-05,74,48,0.0,,,X
2002-01-06,52,35,0.01,,,X
2002-01-07,43,22,0.08,,,X
2002-01-08,51,36,0.03,,,M
2002-01-09,97,91,0.1,,4,E
2002-01-10,90,66,0.12,,,M
2002-01-11,30,16,0.17,,,M
2002-01-12,58,40,0.04,,,
2002-01-13,102,88,0.11,,,E
2002-01-14,67,53,0.01,,,M
2002-01-15,50,31,0.22,,,E
2002-01-16,63,51,0.14,,,M
2002-01-17,99,73,,,,X
2002-01-18,84,56,0.02,,,E
2002-01-19,41,28,0.05,,,X
2002-01-20,55,30,0.02,,,X
2002-01-21,101,73,0.02,,,
2002-01-22,107,84,0.19,,,M
2002-01-23,102,73,,,,X
2002-01-24,34,27,,,,
2002-01-25,89,80,0.07,,4,X
2002-01-26,87,62,,,,X
2002-01-27,92,65,0.12,,,X
2002-01-28,104,83,0.1,,,M
2002-01-29,86,74,0.01,,,M
2002-01-30,33,15,0.12,,,M
2002-01-31,67,56,0.01,,2,E
2002-02-01,30,15,0.0,,,X
2002-02-02,56,43,0.06,,,X
2002-02-03,72,62,0.13,,,M
2002-02-04,62,48,0.03,,,E
2002-02-05,33,13,0.04,,,X
2002-02-06,71,56,0.02,,,E
2002-02-07,82,54,,,,X
2002-02-08,71,66,0.0,,,M
2002-02-09,107,78,0.09,,,X
2002-02-10,45,29,0.04,,,X
2002-02-11,95,73,,,,M
2002-02-12,75,66,0.13,,,M
2002-02-13,60,39,0.05,0.01,,M
2002-02-14,56,33,0.02,,,E
2002-02-15,70,52,0.12,,,M
2002-02-16,57,47,0.08,,,X
2002-02-17,87,74,0.21,,,E
2002-02-18,45,32,0.14,,,E
2002-02-19,70,41,,,,E
2002-02-20,85,63,0.01,,,M
2002-02-21,48,20,0.08,,,X
2002-02-22,65,47,0.11,,,X
2002-02-23,68,56,0.29,,,X
2002-02-24,33,13,0.04,,,E
2002-02-25,33,6,0.04,,,E
2002-02-26,40,16,0.03,,,X
2002-02-27,59,32,0.04,,,M
2002-02-28,72,50,0.19,,,X
2002-03-01,83,73,0.04,,,E
2002-03-02,89,65,0.0,,,M
2002-03-03,107,100,0.13,,,E
2002-03-04,51,28,0.17,0.06,,M
2002-03-05,81,75,0.03,,,M
2002-03-06,101,89,0.29,,,E
2002-03-07,78,49,0.01,,,M
2002-03-08,70,59,,0.05,,X
2002-03-09,76,63,0.31,,,E
2002-03-10,74,52,0.08,,,E
2002-03-11,40,27,,,,M
2002-03-12,54,44,0.02,,0,M
2002-03-13,106,86,0.11,,,M
2002-03-14,56,44,0.05,,,X
2002-03-15,30,21,0.02,,,
2002-03-16,81,75,0.06,,,M
2002-03-17,62,44,0.0,,,X
2002-03-18,91,83,0.09,,,X
2002-03-19,80,51,0.29,,,M
2002-03-20,87,76,0.06,,,E
2002-03-21,97,76,0.05,,,E
2002-03-22,58,30,0.28,,,X
2002-03-23,97,72,0.03,,,M
2002-03-24,79,63,0.11,,,E
2002-03-25,76,67,,,,M
2002-03-26,45,33,0.17,,,E
2002-03-27,43,31,0.06,,,X
2002-03-28,51,29,0.14,0.08,,X
2002-03-29,106,100,0.06,,,X
2002-03-30,54,30,0.19,,,M
2002-03-31,32,10,,0.01,,E
2002-04-01,91,64,0.03,,,M
2002-04-02,65,45,0.1,,,E
2002-04-03,74,65,,0.03,,E
2002-04-04,91,69,0.04,,,E
2002-04-05,37,27,0.22,,,E
2002-04-06,40,26,0.16,,,E
2002-04-07,52,35,0.07,,,E
2002-04-08,98,86,0.13,,,M
2002-04-09,106,99,0.02,,4,
2002-04-10,75,60,0.64,,,X
2002-04-11,69,55,0.01,,3,M
2002-04-12,66,57,0.26,,,X
2002-04-13,40,24,,0.09,,M
2002-04-14,53,44,0.16,,,X
2002-04-15,55,46,0.02,,,E
2002-04-16,83,63,0.37,,4,X
2002-04-17,78,66,0.0,,,E
2002-04-18,46,41,0.03,,,E
2002-04-19,56,49,0.01,,,X
2002-04-20,94,68,0.03,,,X
2002-04-21,91,72,0.05,,,X
2002-04-22,78,71,0.02,,,E
2002-04-23,30,7,0.03,,,M
2002-04-24,32,22,0.06,,,X
2002-04-25,45,36,0.22,,,M
2002-04-26,76,66,0.19,,,M
2002-04-27,41,24,,,,X
2002-04-28,47,18,0.11,,,X
2002-04-29,37,25,0.42,,,M
2002-04-30,97,70,0.02,0.06,3,X
2002-05-01,58,53,0.01,,,X
2002-05-02,100,79,0.13,,,E
2002-05-03,48,43,0.11,,,E
2002-05-04,108,92,0.04,,2,X
2002-05-05,57,49,0.07,,,X
2002-05-06,102,95,0.16,,,M
2002-05-07,60,33,0.1,,,M
2002-05-08,38,20,0.1,,,E
2002-05-09,49,28,0.05,,,X
2002-05-10,49,27,0.06,,,X
2002-05-11,101,90,0.01,,,M
2002-05-12,51,29,,,,X
2002-05-13,68,56,0.04,0.02,,M
2002-05-14,59,43,0.1,,,M
2002-05-15,55,37,0.16,,,
2002-05-16,92,69,0.15,0.01,,
2002-05-17,54,47,0.01,,,M
2002-05-18,78,59,0.06,,,M
2002-05-19,98,79,0.17,,,X
2002-05-20,88,72,0.04,,,X
2002-05-21,70,59,0.12,,,M
2002-05-22,49,39,0.02,,,E
2002-05-23,95,83,0.02,,,X
2002-05-24,99,82,0.42,,,X
2002-05-25,89,81,0.49,0.01,,X
2002-05-26,99,81,0.05,,,M
2002-05-27,43,18,0.02,,,M
2002-05-28,75,70,0.01,,,E
2002-05-29,69,48,,,,E
2002-05-30,58,44,0.05,,,E
2002-05-31,44,36,0.29,,,X
2002-06-01,32,13,0.06,,,M
2002-06-02,70,44,0.01,,,X
2002-06-03,56,50,0.02,,,M
2002-06-04,39,30,0.02,,,X
2002-06-05,68,41,0.06,,,X
2002-06-06,59,30,0.06,0.1,,E
2002-06-07,90,79,,,,X
