DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2001-01-01,50,25,0.25,,,E
2001-01-02,85,80,0.03,0.06,,E
2001-01-03,65,58,0.06,,,X
2001-01-04,37,23,0.02,,0,E
2001-01-05,83,55,0.01,,,M
2001-01-06,36,12,0.02,,,E
2001-01-07,34,17,0.04,,,M
2001-01-08,75,68,0.14,,,X
2001-01-09,48,28,0.32,,,
2001-01-10,107,97,0.22,,,X
2001-01-11,39,11,0.03,,,M
2001-01-12,85,76,0.04,,,X
2001-01-13,86,67,0.01,,,E
2001-01-14,30,4,0.0,,,X
2001-01-15,49,27,0.03,,,M
2001-01-16,96,75,0.11,,,X
2001-01-17,98,70,0.05,0.01,,M
2001-01-18,78,68,,,,E
2001-01-19,35,29,0.1,,,E
2001-01-20,32,11,0.03,,3,M
2001-01-21,54,37,0.04,0.0,,X
2001-01-22,95,89,0.11,,,X
2001-01-23,98,70,0.04,0.03,,E
2001-01-24,37,18,0.05,,,M
2001-01-25,51,23,0.02,,,
2001-01-26,72,64,0.16,,,M
2001-01-27,98,78,0.1,,,X
2001-01-28,100,77,0.16,,1,X
2001-01-29,74,67,0.08,,,E
2001-01-30,69,53,0.24,,,X
2001-01-31,43,26,0.13,,,M
2001-02-01,66,55,0.03,,,E
2001-02-02,69,48,0.02,,,E
2001-02-03,93,79,0.07,,,M
2001-02-04,61,46,0.07,,,X
2001-02-05,100,82,0.18,,,E
2001-02-06,103,78,0.04,,,M
2001-02-07,32,24,0.01,,,X
2001-02-08,41,12,0.03,,,M
2001-02-09,31,16,,,,M
2001-02-10,85,76,0.11,,,X
2001-02-11,52,32,0.16,,,E
2001-02-12,58,40,0.05,0.05,,M
2001-02-13,38,24,0.29,,,E
2001-02-14,45,30,0.01,,,M
2001-02-15,100,79,0.01,,,X
2001-02-16,54,27,0.03,,,X
2001-02-17,89,79,0.11,,,X
2001-02-18,57,44,0.0,,,M
2001-02-19,51,39,0.04,,,E
2001-02-20,60,44,0.03,0.16,,E
2001-02-21,35,24,,,,X
2001-02-22,37,10,0.0,,,M
2001-02-23,89,77,0.12,,,E
2001-02-24,37,14,0.1,,,X
2001-02-25,69,45,,,,X
2001-02-26,60,37,0.25,,,E
2001-02-27,55,40,0.05,,4,E
2001-02-28,52,29,0.15,,,X
2001-03-01,84,61,0.05,,,X
2001-03-02,56,47,0.08,,,X
2001-03-03,87,72,0.04,,,
2001-03-04,99,84,0.06,,,E
2001-03-05,98,80,,,2,M
2001-03-06,95,74,0.15,,,M
2001-03-07,83,76,0.14,,,E
2001-03-08,83,71,0.08,0.06,,X
2001-03-09,79,66,0.09,,,E
2001-03-10,105,94,0.31,,,M
2001-03-11,60,42,0.02,,,E
2001-03-12,39,17,,,,E
2001-03-13,75,52,,,,M
2001-03-14,109,94,0.1,,,M
2001-03-15,37,19,0.02,,,M
2001-03-16,74,57,0.19,,,X
2001-03-17,61,53,0.02,,,E
2001-03-18,94,73,0.2,0.01,,E
2001-03-19,44,33,0.0,,,M
2001-03-20,69,43,,,,E
2001-03-21,89,80,,,,X
2001-03-22,62,51,0.02,,,X
2001-03-23,77,65,0.03,,,E
2001-03-24,98,77,0.17,,,E
2001-03-25,61,40,0.09,,,E
2001-03-26,85,80,0.06,,,X
2001-03-27,79,67,0.11,,2,X
2001-03-28,39,15,,,,X
2001-03-29,81,65,0.14,,,M
2001-03-30,96,67,,,,X
2001-03-31,48,38,0.04,,3,E
2001-04-01,102,90,0.19,,,X
2001-04-02,65,56,0.04,,,M
2001-04-03,89,61,0.04,,,X
2001-04-04,55,28,0.37,,,M
2001-04-05,88,63,0.09,,,E
2001-04-06,90,80,0.04,0.03,,M
2001-04-07,48,40,0.05,,,M
2001-04-08,107,85,0.04,,,X
2001-04-09,51,23,0.05,,,M
2001-04-10,98,87,0.05,,,M
2001-04-11,39,15,0.04,,,M
2001-04-12,37,24,0.24,,,X
2001-04-13,73,52,0.02,,,X
2001-04-14,39,17,0.12,,,E
2001-04-15,80,63,0.13,,,X
2001-04-16,104,84,0.05,,,E
2001-04-17,60,39,0.14,,,X
2001-04-18,43,35,0.04,,,X
2001-04-19,69,54,0.09,,,E
2001-04-20,99,81,0.0,,,E
2001-04-21,102,88,,,,E
2001-04-22,71,43,0.06,,,X
2001-04-23,45,16,0.04,,,M
2001-04-24,79,56,0.22,0.13,,M
2001-04-25,92,66,0.13,,,X
2001-04-26,75,46,0.05,,,E
2001-04-27,42,18,0.01,,,E
2001-04-28,62,48,0.11,,,E
2001-04-29,104,84,0.0,,,
2001-04-30,55,39,0.1,0.01,,X
2001-05-01,71,56,0.13,,,X
2001-05-02,55,41,0.02,,,E
2001-05-03,85,76,0.0,,,M
2001-05-04,48,29,0.02,,,E
2001-05-05,33,14,0.07,,,E
2001-05-06,41,14,0.14,,,M
2001-05-07,41,26,0.04,,,M
2001-05-08,81,62,0.05,,,E
2001-05-09,68,54,0.03,,,E
2001-05-10,84,62,0.0,,,X
2001-05-11,81,61,0.02,,,E
2001-05-12,59,51,0.14,,,M
2001-05-13,44,37,0.06,,,M
2001-05-14,95,79,0.02,,3,E
2001-05-15,40,11,0.01,,,X
2001-05-16,42,17,0.06,,,E
2001-05-17,91,85,0.01,,,X
2001-05-18,80,65,0.14,,,X
2001-05-19,48,25,0.03,0.03,,E
2001-05-20,31,6,0.13,,,X
2001-05-21,71,45,0.06,,,M
2001-05-22,89,81,0.16,,,E
2001-05-23,41,22,,,,M
2001-05-24,63,48,,0.09,,M
2001-05-25,52,43,,,,E
2001-05-26,104,83,0.09,,,X
2001-05-27,57,48,0.04,,,X
2001-05-28,101,95,0.04,,,X
2001-05-29,75,67,,,,E
2001-05-30,45,22,0.13,,,X
2001-05-31,65,37,,,,E
2001-06-01,76,49,0.04,0.08,,X
2001-06-02,82,56,0.02,,,X
2001-06-03,44,35,0.17,,,M
2001-06-04,98,69,0.19,,,
2001-06-05,97,68,0.03,,,E
2001-06-06,34,14,0.35,,,M
2001-06-07,51,24,0.04,,,X
2001-06-08,65,50,0.04,,,M
2001-06-09,79,62,0.01,,,E
2001-06-10,78,69,0.01,0.05,,E
2001-06-11,52,34,0.14,,,M
2001-06-12,53,34,0.09,,,M
2001-06-13,93,73,0.17,,,M
2001-06-14,62,38,0.31,,,E
2001-06-15,84,58,0.11,,,X
2001-06-16,64,58,0.13,0.15,,E
2001-06-17,89,78,0.01,,,M
2001-06-18,80,54,,,,E
2001-06-19,36,13,0.01,,,E
2001-06-20,83,58,0.06,,,E
2001-06-21,105,95,0.09,,,E
2001-06-22,42,15,,,,X
2001-06-23,95,72,0.02,,,X
2001-06-24,81,69,0.16,,,X
2001-06-25,87,73,0.12,,1,X
2001-06-26,31,17,0.14,,,E
2001-06-27,56,29,0.02,,,E
2001-06-28,107,96,0.13,,,
2001-06-29,78,54,0.3,0.07,,E
2001-06-30,41,19,0.07,,,M
2001-07-01,34,28,0.14,,,X
2001-07-02,72,55,0.09,,,X
2001-07-03,46,28,0.06,,,X
2001-07-04,94,73,0.13,,,M
2001-07-05,36,12,0.02,,,E
2001-07-06,31,21,0.01,0.03,,M
2001-07-07,91,71,0.17,,,E
2001-07-08,95,86,0.01,,,E
2001-07-09,74,66,0.06,,,X
2001-07-10,41,12,0.12,,,E
2001-07-11,106,82,0.26,,,M
2001-07-12,61,56,0.08,,,M
2001-07-13,48,19,0.16,,,M
2001-07-14,94,76,0.13,,,E
2001-07-15,96,78,0.03,,,X
2001-07-16,97,77,0.24,,,E
2001-07-17,37,8,0.01,,,E
2001-07-18,44,22,0.01,,,M
2001-07-19,63,34,,0.01,,M
2001-07-20,48,26,0.35,,,M
2001-07-21,56,36,0.07,,,M
2001-07-22,53,28,0.06,,,M
2001-07-23,42,34,0.38,,,M
2001-07-24,53,46,0.06,,,E
2001-07-25,45,27,0.55,,,X
2001-07-26,50,27,0.47,,,E
2001-07-27,94,75,0.05,,,E
2001-07-28,69,47,0.02,,,E
2001-07-29,50,26,0.19,,,M
2001-07-30,59,45,0.07,,,E
2001-07-31,44,23,,,,X
2001-08-01,91,63,,,,E
2001-08-02,32,5,0.18,,,M
2001-08-03,89,76,0.12,0.01,,X
2001-08-04,101,84,0.07,,,X
2001-08-05,55,39,0.05,,,M
2001-08-06,64,57,0.01,,,E
2001-08-07,60,33,0.05,,,E
2001-08-08,48,21,0.01,,,M
2001-08-09,67,41,0.0,,,X
2001-08-10,54,30,0.04,,,E
2001-08-11,63,35,0.09,,,M
2001-08-12,37,13,0.08,,,X
2001-08-13,40,26,0.4,,,M
2001-08-14,89,77,0.11,,2,M
2001-08-15,37,25,0.07,,,E
2001-08-16,92,63,0.12,,,M
2001-08-17,46,21,0.05,,,E
2001-08-18,60,33,0.04,,,X
2001-08-19,86,78,0.01,,,X
2001-08-20,42,36,0.21,,,M
2001-08-21,60,44,0.08,,,X
2001-08-22,93,68,0.1,,,M
2001-08-23,95,88,0.02,0.01,,M
2001-08-24,96,80,0.12,,,M
2001-08-25,66,59,0.05,,,M
2001-08-26,60,44,0.04,,,E
2001-08-27,79,60,0.08,,,X
2001-08-28,50,30,0.0,,,X
2001-08-29,64,53,0.08,,,X
2001-08-30,49,31,0.01,,3,X
2001-08-31,61,50,0.08,,,E
2001-09-01,89,81,0.04,,,E
2001-09-02,63,54,0.07,,,X
2001-09-03,47,41,0.21,,,E
2001-09-04,82,76,0.07,,,E
2001-09-05,70,41,0.13,,,E
2001-09-06,54,38,0.17,,,M
2001-09-07,31,7,0.05,,,M
2001-09-08,76,52,0.12,,,M
2001-09-09,52,46,0.18,,,M
2001-09-10,68,61,0.01,,,
2001-09-11,93,65,0.25,,,M
2001-09-12,41,16,0.02,,,X
2001-09-13,46,31,0.49,,,M
2001-09-14,46,25,0.06,,,X
2001-09-15,67,58,0.06,,,E
2001-09-16,83,58,0.17,,,M
2001-09-17,35,9,0.1,,,X
2001-09-18,77,53,0.02,,,E
2001-09-19,56,48,0.19,,,E
2001-09-20,86,81,0.09,,,E
2001-09-21,107,88,0.05,0.01,,X
2001-09-22,39,30,0.22,,,M
2001-09-23,37,13,0.0,0.07,,M
