DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2001-01-01,38,23,0.09,,,E
2001-01-02,74,45,0.03,,,X
2001-01-03,65,46,0.13,0.1,,
2001-01-04,51,46,0.11,,,M
2001-01-05,35,29,0.09,,,E
2001-01-06,47,22,0.17,,1,X
2001-01-07,90,70,0.24,,,E
2001-01-08,42,31,0.09,,,E
2001-01-09,90,64,0.04,,,E
2001-01-10,31,3,0.04,,,M
2001-01-11,39,18,0.19,,,M
2001-01-12,105,84,0.01,,,X
2001-01-13,35,28,,,,M
2001-01-14,38,29,0.16,,,X
2001-01-15,31,6,0.2,,,M
2001-01-16,66,49,0.13,,,X
2001-01-17,72,45,0.0,,,
2001-01-18,75,55,0.05,0.14,,M
2001-01-19,85,60,0.03,,,M
2001-01-20,59,39,0.07,0.0,,X
2001-01-21,81,65,,,,E
2001-01-22,72,53,0.08,,,E
2001-01-23,78,66,0.08,,,E
2001-01-24,72,45,0.02,,,E
2001-01-25,62,35,0.01,,,M
2001-01-26,49,30,0.12,,,E
2001-01-27,92,82,0.19,,,E
2001-01-28,102,96,0.09,,,E
2001-01-29,48,23,0.39,,,E
2001-01-30,53,33,0.0,,,E
2001-01-31,99,75,0.09,0.04,,E
2001-02-01,86,66,0.01,,,E
2001-02-02,40,31,0.39,,,E
2001-02-03,90,74,0.01,,,M
2001-02-04,99,94,0.0,,,E
2001-02-05,82,72,,,,E
2001-02-06,36,16,0.03,,,M
2001-02-07,88,76,0.0,,,E
2001-02-08,81,72,,,,E
2001-02-09,89,81,0.22,,,X
2001-02-10,86,72,0.0,,,X
2001-02-11,74,47,0.53,,,E
2001-02-12,105,89,0.32,,,X
2001-02-13,31,12,0.28,,,E
2001-02-14,69,63,,,,E
2001-02-15,52,37,0.13,,,X
2001-02-16,104,80,0.13,,,M
2001-02-17,60,45,0.17,0.13,,M
2001-02-18,79,64,0.01,,,E
2001-02-19,57,41,0.04,,,E
2001-02-20,52,25,0.06,,,M
2001-02-21,89,68,0.08,,,X
2001-02-22,82,61,0.1,,,M
2001-02-23,87,78,,,,E
2001-02-24,38,14,0.15,,,M
2001-02-25,51,29,0.05,,,M
2001-02-26,50,26,0.07,,,X
2001-02-27,58,31,0.28,,,E
2001-02-28,54,38,0.01,,,M
2001-03-01,55,32,,0.04,,E
2001-03-02,92,83,0.04,,,M
2001-03-03,63,55,,0.05,,E
2001-03-04,74,50,0.11,,,
2001-03-05,54,39,0.09,,,M
2001-03-06,78,53,0.26,,,E
2001-03-07,107,84,0.14,,,M
2001-03-08,64,40,0.02,,,E
2001-03-09,49,24,0.03,,,E
2001-03-10,67,61,0.01,,,
2001-03-11,45,25,0.1,0.05,,M
2001-03-12,75,54,0.09,,,M
2001-03-13,54,27,0.31,,,
2001-03-14,81,52,0.04,,,M
2001-03-15,102,87,0.01,,,X
2001-03-16,90,85,0.01,,,M
2001-03-17,48,34,0.03,,,M
2001-03-18,86,68,0.07,,,X
2001-03-19,41,23,0.02,,,X
2001-03-20,61,42,0.0,,,E
2001-03-21,95,85,0.27,,,M
2001-03-22,38,32,,,,E
2001-03-23,87,77,0.13,,,E
2001-03-24,45,36,0.05,,,E
2001-03-25,65,49,,0.15,,X
2001-03-26,105,95,,,,X
2001-03-27,43,19,,,,E
2001-03-28,37,28,0.06,,,E
2001-03-29,96,88,0.07,,,E
2001-03-30,81,74,0.1,0.08,,E
2001-03-31,98,74,0.36,,,E
2001-04-01,60,55,0.08,,,X
2001-04-02,51,29,0.07,,,X
2001-04-03,97,89,0.1,,4,M
2001-04-04,32,11,0.07,,1,X
2001-04-05,59,32,0.19,,,M
2001-04-06,99,71,0.03,,,M
2001-04-07,68,61,0.03,,,X
2001-04-08,45,31,0.1,,,E
2001-04-09,78,69,0.1,,,M
2001-04-10,88,76,0.02,,,E
2001-04-11,59,49,0.14,,,M
2001-04-12,59,42,0.21,,,X
2001-04-13,55,38,0.09,,,M
2001-04-14,52,45,,,,X
2001-04-15,99,77,0.05,,,X
2001-04-16,103,79,0.09,,,E
2001-04-17,69,58,0.01,0.06,,E
2001-04-18,35,12,0.01,,,M
2001-04-19,103,91,0.06,,,E
2001-04-20,104,78,0.44,,,M
2001-04-21,47,27,0.01,,,M
2001-04-22,108,84,0.24,,,X
2001-04-23,100,93,,,,E
2001-04-24,87,61,0.11,,,M
2001-04-25,73,46,0.11,,,X
2001-04-26,57,44,0.03,0.05,,E
2001-04-27,66,60,0.02,,,E
2001-04-28,47,42,0.38,0.02,,M
2001-04-29,34,28,0.04,0.01,,M
2001-04-30,98,76,0.1,,,E
2001-05-01,52,32,0.02,,,X
2001-05-02,90,79,0.06,,,X
2001-05-03,67,52,0.02,,,X
2001-05-04,83,55,0.04,,,M
2001-05-05,84,76,0.08,0.06,,M
2001-05-06,54,39,0.09,,,X
2001-05-07,85,58,0.28,,,M
2001-05-08,97,79,0.17,,,E
2001-05-09,95,75,0.19,,,E
2001-05-10,87,80,0.15,,,M
2001-05-11,50,44,0.15,,,X
2001-05-12,31,4,0.08,,,E
2001-05-13,58,42,,,,X
2001-05-14,101,91,0.02,,,X
2001-05-15,32,4,0.29,,,M
2001-05-16,40,22,,,,M
2001-05-17,31,22,0.06,,,
2001-05-18,93,81,0.1,,,E
2001-05-19,48,22,0.01,,,X
2001-05-20,95,88,0.19,0.04,,M
2001-05-21,61,50,0.03,0.01,,E
2001-05-22,53,32,0.06,,,X
2001-05-23,92,79,0.0,,,E
2001-05-24,64,45,0.01,,,X
2001-05-25,62,49,0.46,,,X
2001-05-26,42,15,0.13,,,E
2001-05-27,61,46,0.04,,,E
2001-05-28,69,58,0.04,0.16,,M
2001-05-29,78,65,0.11,,,E
2001-05-30,90,82,0.07,0.02,,M
2001-05-31,31,12,0.06,,,E
2001-06-01,78,51,0.04,,,M
2001-06-02,73,49,0.03,,,M
2001-06-03,82,71,,,3,M
2001-06-04,102,82,0.1,,,E
2001-06-05,78,59,,0.02,,X
2001-06-06,67,45,0.01,,,E
2001-06-07,65,58,0.01,,,M
2001-06-08,58,42,0.03,,,E
2001-06-09,41,13,0.06,,,X
2001-06-10,34,8,0.11,,,E
2001-06-11,104,90,0.06,0.01,,E
2001-06-12,60,47,,,,
2001-06-13,75,62,0.11,,,M
2001-06-14,32,22,0.2,,,X
2001-06-15,45,23,0.04,,,M
2001-06-16,41,31,0.02,,,E
2001-06-17,88,64,,,,E
2001-06-18,68,42,0.14,,,M
2001-06-19,92,85,0.03,,,X
2001-06-20,47,28,0.19,,,M
2001-06-21,107,94,0.0,,,M
2001-06-22,61,54,,,,E
2001-06-23,37,29,0.45,,,X
2001-06-24,86,60,0.01,,,X
2001-06-25,93,88,0.01,,,X
2001-06-26,81,58,0.02,,,E
2001-06-27,59,48,0.03,,,X
2001-06-28,104,94,,,,X
2001-06-29,37,22,0.24,,,X
2001-06-30,108,79,0.11,,,
2001-07-01,51,28,0.13,,,M
2001-07-02,80,56,0.06,,,X
