DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2002-01-01,45,27,0.3,,,M
2002-01-02,84,60,0.27,,,E
2002-01-03,98,87,0.03,,,
2002-01-04,59,42,0.07,0.09,,M
2002-01-05,56,36,0.0,,,M
2002-01-06,62,39,0.12,0.0,,E
2002-01-07,86,68,,,,X
2002-01-08,104,93,0.1,,,E
2002-01-09,103,79,,,,E
2002-01-10,46,20,,,,X
2002-01-11,44,21,0.28,,,X
2002-01-12,85,64,0.08,,,M
2002-01-13,95,90,0.07,,,X
2002-01-14,81,72,0.03,,,X
2002-01-15,45,33,0.06,,,M
2002-01-16,45,24,0.16,,,
2002-01-17,34,26,0.16,0.0,,M
2002-01-18,77,57,0.06,,,X
2002-01-19,87,58,0.67,,,M
2002-01-20,53,28,0.11,,,E
2002-01-21,40,30,0.08,0.03,,M
2002-01-22,100,72,0.3,,,M
2002-01-23,91,83,0.19,,,X
2002-01-24,34,8,0.15,,,M
2002-01-25,70,45,0.06,,,E
2002-01-26,48,32,0.01,,,M
2002-01-27,65,42,0.29,,,M
2002-01-28,94,77,0.16,,,E
2002-01-29,92,84,0.01,0.09,,
2002-01-30,99,87,0.16,0.07,,X
2002-01-31,72,57,0.06,,,E
2002-02-01,85,64,0.07,,,M
2002-02-02,89,78,0.05,,,E
2002-02-03,106,95,0.06,,,E
2002-02-04,58,43,0.03,,,X
2002-02-05,49,29,,,,E
2002-02-06,49,26,0.32,,,M
2002-02-07,45,40,0.09,,,E
2002-02-08,78,63,0.33,,,M
2002-02-09,34,13,0.26,,,M
2002-02-10,72,67,0.05,,,E
2002-02-11,52,23,0.13,,,M
2002-02-12,32,9,,0.06,,E
2002-02-13,79,57,0.01,,,M
2002-02-14,74,66,0.16,,,X
2002-02-15,34,6,0.12,,,X
2002-02-16,30,4,0.02,,,M
2002-02-17,104,95,0.12,,,E
2002-02-18,34,24,0.09,,,
2002-02-19,39,33,,,4,M
2002-02-20,46,18,0.25,,,M
2002-02-21,64,53,0.0,,,E
2002-02-22,92,79,0.16,,,
2002-02-23,67,44,0.32,,,E
2002-02-24,96,84,0.03,,,M
2002-02-25,81,71,0.05,0.06,,X
2002-02-26,106,82,0.62,,,E
2002-02-27,92,84,0.01,,,M
2002-02-28,85,68,0.0,,,E
2002-03-01,50,44,0.05,,,X
2002-03-02,73,60,0.26,,,X
2002-03-03,58,46,0.09,,,X
2002-03-04,62,57,0.0,,,E
2002-03-05,86,61,0.17,,,M
2002-03-06,56,36,0.19,,,M
2002-03-07,55,32,0.04,,,E
2002-03-08,43,29,,,,E
2002-03-09,57,47,0.0,,,M
2002-03-10,74,67,0.05,0.02,,
2002-03-11,62,38,0.33,,,X
2002-03-12,59,52,0.19,0.02,,E
2002-03-13,51,40,,,,E
2002-03-14,88,62,0.02,,,X
2002-03-15,83,65,0.03,,,E
2002-03-16,50,28,0.06,,,X
2002-03-17,64,51,0.07,,,X
2002-03-18,69,61,0.01,,,E
2002-03-19,32,15,,0.02,,X
2002-03-20,47,35,0.03,,,M
2002-03-21,48,30,,,,E
2002-03-22,94,73,0.12,,,
2002-03-23,35,21,0.32,,,E
2002-03-24,40,34,,,,M
2002-03-25,33,23,0.01,,,X
2002-03-26,70,64,0.1,,,X
2002-03-27,44,25,0.12,,,M
2002-03-28,104,92,0.06,,,M
2002-03-29,74,53,0.01,,,X
2002-03-30,71,47,0.07,,,M
2002-03-31,82,62,0.07,,,E
2002-04-01,105,83,0.14,,,
2002-04-02,35,13,0.02,,,X
2002-04-03,55,44,0.23,,,M
2002-04-04,82,64,0.02,,,M
2002-04-05,89,83,0.1,,,M
2002-04-06,93,78,0.02,0.02,,M
2002-04-07,51,38,0.39,,,X
2002-04-08,74,49,0.16,,,E
2002-04-09,101,74,0.37,,,M
2002-04-10,102,94,0.13,0.02,,M
2002-04-11,33,8,0.06,0.09,,E
2002-04-12,73,62,0.02,,,M
2002-04-13,106,101,0.05,,,M
2002-04-14,86,71,0.29,,,E
2002-04-15,85,69,0.03,,,E
2002-04-16,39,20,0.15,,,E
2002-04-17,102,74,0.23,,,M
2002-04-18,75,68,0.08,,,
2002-04-19,108,94,,,,
2002-04-20,49,32,0.09,,,M
2002-04-21,59,34,0.01,,,M
2002-04-22,44,26,0.0,0.02,0,X
2002-04-23,46,23,0.19,,,E
2002-04-24,64,37,0.12,,,M
2002-04-25,83,72,0.07,,,X
2002-04-26,75,49,0.15,,,M
2002-04-27,58,33,0.19,,,E
2002-04-28,52,23,0.07,,,X
2002-04-29,102,89,0.26,,3,X
2002-04-30,75,59,0.09,,,
2002-05-01,67,46,0.01,,,
2002-05-02,52,31,0.02,,,M
2002-05-03,57,46,0.0,,,E
2002-05-04,61,42,0.13,,,X
2002-05-05,98,91,0.23,,,M
2002-05-06,89,65,,,,X
2002-05-07,70,64,0.03,,,X
2002-05-08,44,24,0.05,,,M
2002-05-09,49,35,0.2,,,E
2002-05-10,84,66,0.03,,,M
2002-05-11,103,77,0.24,,,M
2002-05-12,53,40,0.3,,,M
2002-05-13,92,85,,,,E
2002-05-14,45,17,0.34,,,X
2002-05-15,101,95,0.06,,,
2002-05-16,66,37,0.11,,,X
2002-05-17,108,79,0.15,0.1,,X
2002-05-18,76,69,0.15,,,M
2002-05-19,52,24,0.15,,,X
2002-05-20,84,57,0.09,,,X
2002-05-21,57,30,0.27,,,M
2002-05-22,52,36,,,,E
2002-05-23,53,27,0.01,,,X
2002-05-24,31,8,0.05,0.02,,E
2002-05-25,108,94,0.18,,2,M
2002-05-26,93,78,0.12,,,M
2002-05-27,49,23,0.47,,,E
2002-05-28,85,63,0.03,,,M
2002-05-29,53,24,0.05,,,X
2002-05-30,108,84,0.01,,,M
2002-05-31,38,30,0.02,,3,E
2002-06-01,81,73,0.12,,,X
2002-06-02,39,28,0.08,,,M
2002-06-03,71,47,0.22,,4,E
2002-06-04,34,26,0.07,,,E
2002-06-05,89,72,0.08,0.0,,
2002-06-06,108,97,0.08,,1,E
2002-06-07,70,55,,0.07,,M
2002-06-08,32,27,0.06,0.12,,E
2002-06-09,72,49,0.17,,,X
2002-06-10,35,16,0.01,,,X
2002-06-11,36,15,0.19,,,E
2002-06-12,48,33,0.07,,,X
2002-06-13,37,13,0.01,,,M
2002-06-14,90,69,0.21,,,X
2002-06-15,45,28,0.12,,,E
2002-06-16,103,78,0.01,,,X
2002-06-17,37,24,0.34,0.0,,M
2002-06-18,52,37,,,,E
2002-06-19,72,59,,,,M
2002-06-20,31,20,0.07,,,M
2002-06-21,59,39,0.19,0.05,,E
2002-06-22,33,12,0.36,,,E
2002-06-23,87,59,0.02,,,M
2002-06-24,84,55,,,,M
2002-06-25,58,46,0.02,,,M
2002-06-26,38,23,0.46,,,M
2002-06-27,109,85,0.03,,,E
2002-06-28,76,71,0.03,,,X
2002-06-29,94,76,0.0,,,E
2002-06-30,41,28,0.18,,,X
2002-07-01,36,10,0.11,,,E
2002-07-02,63,56,0.09,,,M
2002-07-03,77,69,0.09,,4,X
2002-07-04,88,83,0.33,,,X
2002-07-05,99,86,0.02,,,M
2002-07-06,88,70,0.02,,,X
2002-07-07,77,64,0.01,0.17,,X
2002-07-08,108,103,,,,M
2002-07-09,33,25,,,,E
2002-07-10,80,53,0.11,,,X
2002-07-11,31,26,0.06,,,M
2002-07-12,40,35,0.09,,,M
2002-07-13,46,39,0.4,,,X
2002-07-14,38,33,0.16,,,E
2002-07-15,98,86,0.2,0.09,,X
2002-07-16,42,35,0.09,0.09,,E
2002-07-17,69,54,0.04,,0,E
2002-07-18,95,88,,,,E
2002-07-19,44,18,0.16,,,E
2002-07-20,95,83,0.05,,,E
2002-07-21,68,60,0.0,,,X
2002-07-22,97,83,0.04,,,X
2002-07-23,99,80,0.02,,,M
2002-07-24,63,57,0.06,,,M
2002-07-25,65,49,0.04,,,E
2002-07-26,107,93,0.14,,,E
2002-07-27,32,21,0.07,,,E
2002-07-28,83,71,0.19,,4,X
2002-07-29,46,41,0.23,,,X
2002-07-30,58,50,0.07,,,E
2002-07-31,58,45,0.05,0.04,,E
2002-08-01,107,86,0.02,,,M
2002-08-02,109,95,0.0,,,X
2002-08-03,69,42,0.26,,,
2002-08-04,101,82,0.01,,,E
2002-08-05,86,62,0.09,,,M
2002-08-06,41,31,0.04,,4,M
2002-08-07,102,95,0.5,0.02,,X
2002-08-08,104,81,0.25,0.08,3,
2002-08-09,97,79,0.04,,,X
2002-08-10,92,77,0.24,,,M
2002-08-11,75,63,0.43,,,M
2002-08-12,93,86,0.02,,,M
2002-08-13,60,55,0.08,,,X
2002-08-14,66,44,0.08,,,X
2002-08-15,59,41,0.02,,,E
2002-08-16,44,18,0.02,0.01,,M
2002-08-17,35,10,0.08,,,X
2002-08-18,92,79,0.18,,,X
2002-08-19,80,73,0.01,,,E
2002-08-20,85,67,,,,M
2002-08-21,61,42,0.14,,,X
2002-08-22,53,33,0.06,,1,M
2002-08-23,55,43,0.1,,,E
2002-08-24,46,26,0.01,0.06,,E
2002-08-25,78,61,0.02,,,X
2002-08-26,75,52,0.11,,,E
2002-08-27,80,69,0.03,,,M
2002-08-28,87,72,0.02,,,M
2002-08-29,89,82,0.1,,,M
2002-08-30,30,25,0.02,,,E
2002-08-31,54,28,0.12,,,X
2002-09-01,68,45,0.06,,,E
2002-09-02,58,29,0.02,,,E
2002-09-03,71,62,0.06,,,X
2002-09-04,83,54,0.04,,,M
2002-09-05,58,45,0.0,,,M
2002-09-06,77,51,,,,X
2002-09-07,102,86,0.03,,,X
2002-09-08,62,34,0.0,,,X
2002-09-09,42,34,0.03,,,
2002-09-10,73,46,0.0,,,M
2002-09-11,104,87,,,,E
2002-09-12,70,53,0.07,,,M
2002-09-13,30,20,0.04,,,X
2002-09-14,30,15,0.03,,,X
2002-09-15,44,19,0.06,,,M
2002-09-16,61,53,0.06,,3,E
2002-09-17,39,30,0.11,,,M
2002-09-18,69,57,0.13,,,E
2002-09-19,77,50,0.02,,,M
2002-09-20,105,97,0.02,0.01,,X
2002-09-21,58,29,0.02,,,M
2002-09-22,83,59,0.07,,,M
2002-09-23,39,27,0.03,,,X
2002-09-24,102,86,0.01,,,M
2002-09-25,107,86,0.08,0.02,,M
2002-09-26,95,80,0.26,,,E
2002-09-27,91,74,0.05,,,E
2002-09-28,52,24,0.09,,,E
2002-09-29,79,53,,,,M
2002-09-30,46,23,0.05,,,M
2002-10-01,45,23,0.01,0.06,,E
2002-10-02,79,56,,,,E
2002-10-03,59,52,0.17,,,E
2002-10-04,61,39,,,,M
2002-10-05,91,65,,,,M
2002-10-06,85,75,0.15,,,M
2002-10-07,97,77,0.21,,0,E
2002-10-08,30,18,0.31,,,X
2002-10-09,108,92,0.17,,,
2002-10-10,32,17,,,1,X
2002-10-11,103,97,0.15,,,E
2002-10-12,78,63,0.01,,4,E
2002-10-13,68,55,0.02,,,X
2002-10-14,90,68,0.0,,,X
2002-10-15,46,30,0.08,,,M
2002-10-16,96,85,0.09,0.04,3,M
2002-10-17,31,2,0.07,,,M
2002-10-18,60,37,,0.06,,M
2002-10-19,67,60,0.01,,,M
2002-10-20,82,56,0.16,,,E
2002-10-21,96,91,0.05,,,E
2002-10-22,89,75,0.05,,,M
2002-10-23,94,69,,0.06,,X
2002-10-24,65,53,,,,E
2002-10-25,62,52,0.07,,,E
2002-10-26,104,92,0.01,,,X
2002-10-27,49,38,0.16,,,E
2002-10-28,34,7,0.02,,,X
2002-10-29,63,51,0.16,,,E
2002-10-30,37,32,0.19,,,E
2002-10-31,42,14,,,,X
2002-11-01,62,41,0.25,,,M
2002-11-02,47,33,0.12,,,E
2002-11-03,32,21,,0.05,,X
2002-11-04,56,45,0.06,,,M
2002-11-05,70,44,0.08,,,M
2002-11-06,67,43,,0.15,,X
2002-11-07,41,14,0.21,,,E
2002-11-08,72,61,0.04,,,M
2002-11-09,70,61,0.1,,,X
2002-11-10,50,29,0.0,,,X
2002-11-11,55,36,0.42,0.01,,M
