DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2000-01-01,100,78,0.07,,,M
2000-01-02,103,86,0.17,,,X
2000-01-03,51,31,0.12,,3,X
2000-01-04,36,25,0.02,,,X
2000-01-05,30,9,0.09,,,M
2000-01-06,63,55,0.12,,,
2000-01-07,66,41,0.17,,,M
2000-01-08,43,24,0.14,,,X
2000-01-09,78,57,0.11,,,M
2000-01-10,37,27,0.23,,,E
2000-01-11,104,89,0.07,,,E
2000-01-12,58,47,0.14,,,X
2000-01-13,88,63,0.01,,,X
2000-01-14,82,63,0.47,,,X
2000-01-15,64,50,0.0,,,M
2000-01-16,93,83,0.03,,,X
2000-01-17,88,83,0.0,,,E
2000-01-18,97,69,0.07,,,X
2000-01-19,35,26,0.02,,,X
2000-01-20,59,46,0.05,,,M
2000-01-21,88,80,,,,E
2000-01-22,100,83,0.15,,,X
2000-01-23,78,72,0.04,,,E
2000-01-24,86,81,0.05,,,M
2000-01-25,47,24,0.06,,,E
2000-01-26,44,18,,,,E
2000-01-27,56,31,0.36,,,E
2000-01-28,105,95,0.05,,,E
2000-01-29,37,14,0.08,0.02,,E
2000-01-30,39,31,0.19,,,M
2000-01-31,109,86,0.31,0.05,,E
2000-02-01,68,59,0.05,,,X
2000-02-02,73,47,,,4,X
2000-02-03,101,78,0.01,,,X
2000-02-04,51,42,0.27,0.06,,E
2000-02-05,91,79,0.01,,,E
2000-02-06,107,83,0.15,,,X
2000-02-07,82,63,0.07,,,X
2000-02-08,85,80,0.01,,,X
2000-02-09,32,9,0.04,,,M
2000-02-10,36,24,0.05,,,M
2000-02-11,81,67,0.04,0.02,,E
2000-02-12,30,2,0.14,0.0,2,M
2000-02-13,40,12,0.08,,,M
2000-02-14,84,59,0.08,,,X
2000-02-15,55,50,0.27,,,E
2000-02-16,68,49,0.21,,,E
2000-02-17,40,21,0.01,,,M
2000-02-18,68,49,0.12,0.0,,M
2000-02-19,62,44,0.17,,,X
2000-02-20,87,82,0.04,,,X
2000-02-21,88,61,0.07,0.02,,E
2000-02-22,58,40,0.03,,,M
2000-02-23,33,13,0.0,,,M
2000-02-24,30,13,0.1,,,E
2000-02-25,47,25,0.0,,,E
2000-02-26,57,39,0.48,,,E
2000-02-27,80,66,,,,E
2000-02-28,94,67,0.05,,2,E
2000-02-29,39,15,0.22,,,M
2000-03-01,73,54,0.02,,,X
2000-03-02,97,85,0.04,,,X
2000-03-03,93,69,0.38,,,E
2000-03-04,84,62,0.13,,,E
2000-03-05,42,30,0.01,,,E
2000-03-06,92,65,,,,E
2000-03-07,61,34,0.02,,,X
2000-03-08,65,60,0.01,,,X
2000-03-09,56,27,0.07,,,M
2000-03-10,43,29,0.04,,,X
2000-03-11,67,58,0.2,,,M
2000-03-12,70,48,0.01,0.02,,X
2000-03-13,35,15,0.13,,,E
2000-03-14,56,30,0.06,,,X
2000-03-15,66,58,0.03,,,E
2000-03-16,82,75,,,,E
2000-03-17,92,78,0.02,,,E
2000-03-18,49,42,0.03,,,M
2000-03-19,46,24,0.16,,,E
2000-03-20,66,46,0.05,,,E
2000-03-21,107,85,0.01,,,E
2000-03-22,97,72,0.04,,,X
2000-03-23,77,56,0.13,,,M
2000-03-24,60,53,0.01,,,X
2000-03-25,33,15,0.03,,,E
2000-03-26,57,37,0.13,,,X
2000-03-27,76,69,0.06,,,M
2000-03-28,98,71,0.13,,,M
2000-03-29,50,27,0.02,,,X
2000-03-30,49,44,,,,X
2000-03-31,86,70,0.0,,,E
2000-04-01,81,55,0.04,,,E
2000-04-02,42,16,0.12,0.05,,
2000-04-03,62,47,0.04,,,X
2000-04-04,84,68,,,,X
2000-04-05,103,91,0.02,,,X
2000-04-06,31,2,0.06,,,X
2000-04-07,34,20,0.1,,,E
2000-04-08,31,5,0.07,,,X
2000-04-09,95,87,0.06,,,E
2000-04-10,62,46,0.02,,,E
2000-04-11,84,73,0.03,,,M
2000-04-12,87,59,0.02,0.07,,E
2000-04-13,30,9,,,,M
2000-04-14,75,53,0.03,,,M
2000-04-15,96,70,0.05,,,M
2000-04-16,31,13,0.12,,,E
2000-04-17,41,13,0.01,,,X
2000-04-18,31,7,0.02,,,X
2000-04-19,81,72,0.0,,,X
2000-04-20,101,86,0.01,,,X
2000-04-21,62,52,0.17,,,
2000-04-22,54,33,0.01,0.04,,E
2000-04-23,86,72,0.25,,,M
2000-04-24,107,102,0.13,,,E
2000-04-25,89,79,0.02,,1,X
2000-04-26,48,39,,,,M
2000-04-27,92,83,0.08,,,X
2000-04-28,37,17,0.03,,,M
