DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2000-01-01,58,46,0.01,,,M
2000-01-02,58,29,0.51,,,X
2000-01-03,44,18,0.18,,3,E
2000-01-04,68,42,0.14,,,M
2000-01-05,84,63,0.03,,,E
2000-01-06,105,85,0.22,,1,M
2000-01-07,68,61,0.1,,,E
2000-01-08,50,44,0.38,,1,M
2000-01-09,61,40,,,,M
2000-01-10,68,62,,,,M
2000-01-11,102,91,0.07,,,X
2000-01-12,63,36,0.21,,,
2000-01-13,100,71,0.19,,,X
2000-01-14,45,27,0.03,,,M
2000-01-15,74,52,0.04,,,X
2000-01-16,67,38,0.12,,,X
2000-01-17,107,95,0.07,,,E
2000-01-18,74,46,0.13,0.04,,X
2000-01-19,41,31,0.3,,,
2000-01-20,34,9,0.06,,,
2000-01-21,68,47,0.04,,,M
2000-01-22,74,63,0.05,,,X
2000-01-23,61,50,0.08,,,M
2000-01-24,33,12,0.01,,,E
2000-01-25,43,33,0.11,,,X
2000-01-26,56,30,0.07,,,X
2000-01-27,41,17,0.12,0.0,,E
2000-01-28,32,17,0.0,,,X
2000-01-29,86,57,0.09,,4,X
2000-01-30,88,63,0.03,0.14,1,M
2000-01-31,89,65,0.05,0.03,,E
2000-02-01,38,25,,,,X
2000-02-02,64,54,0.13,,,
2000-02-03,106,78,0.0,,,M
2000-02-04,90,75,0.16,,,E
2000-02-05,53,24,,,,X
2000-02-06,105,91,0.0,,,X
2000-02-07,105,84,0.39,0.02,,X
2000-02-08,94,76,0.15,,,X
2000-02-09,65,55,0.38,,,M
2000-02-10,56,27,0.1,,,M
2000-02-11,43,18,0.11,0.05,,E
2000-02-12,61,47,0.01,,,M
2000-02-13,50,29,0.11,,,X
2000-02-14,63,37,0.12,,,M
2000-02-15,38,26,,,,
2000-02-16,100,74,0.04,,,E
2000-02-17,67,42,0.18,,,M
2000-02-18,104,75,0.09,,,X
2000-02-19,64,59,,,,E
2000-02-20,86,77,0.29,,,
2000-02-21,39,12,0.09,0.06,0,X
2000-02-22,102,77,0.09,,,E
2000-02-23,71,60,0.23,,,X
2000-02-24,69,55,0.12,,,X
2000-02-25,62,39,0.09,,,X
2000-02-26,51,38,,,,E
2000-02-27,37,27,0.09,,,M
2000-02-28,74,67,0.0,0.04,,X
2000-02-29,66,39,0.08,,,E
2000-03-01,30,1,0.04,,,E
2000-03-02,59,44,0.01,,2,E
2000-03-03,77,57,0.01,,,X
2000-03-04,73,62,0.01,,,X
2000-03-05,95,87,0.08,,,M
2000-03-06,103,94,0.12,,,E
2000-03-07,52,24,0.04,,,
2000-03-08,62,50,0.03,,,X
2000-03-09,35,9,0.11,,0,E
2000-03-10,47,30,0.16,,,E
2000-03-11,102,97,0.14,,,M
2000-03-12,47,39,0.09,,,M
2000-03-13,69,60,0.48,,,E
2000-03-14,53,30,0.01,,,X
2000-03-15,83,67,0.16,,,X
2000-03-16,36,8,0.01,,,E
2000-03-17,55,39,0.18,,,E
2000-03-18,40,28,0.02,,,X
2000-03-19,75,59,0.2,,,X
2000-03-20,97,81,0.08,0.01,,E
2000-03-21,68,52,0.23,,,X
2000-03-22,51,42,0.25,,,X
2000-03-23,100,77,,,,X
2000-03-24,58,48,0.08,,4,E
2000-03-25,89,83,0.05,0.0,,E
2000-03-26,65,44,0.12,,,X
2000-03-27,107,94,,0.01,,E
2000-03-28,30,22,0.32,0.01,,E
2000-03-29,92,73,0.05,,,E
2000-03-30,107,99,0.22,,,E
2000-03-31,95,77,0.06,,,E
2000-04-01,41,15,0.06,,,E
2000-04-02,84,75,0.18,,,
2000-04-03,88,81,0.04,,,M
2000-04-04,101,76,0.02,,,M
2000-04-05,34,18,0.04,,,M
2000-04-06,41,17,0.08,0.0,,M
2000-04-07,89,61,0.21,0.05,,E
2000-04-08,99,79,0.06,,2,M
2000-04-09,88,76,0.11,,,M
2000-04-10,39,27,,,,M
2000-04-11,38,20,0.17,,,X
2000-04-12,74,59,,,,
2000-04-13,48,19,0.11,,,X
2000-04-14,107,86,0.06,0.02,,X
2000-04-15,105,76,0.04,,,E
2000-04-16,103,75,0.29,,,M
2000-04-17,67,53,0.1,0.0,,M
2000-04-18,72,43,0.16,,,E
2000-04-19,70,46,0.06,,,X
2000-04-20,70,58,0.2,,,X
2000-04-21,101,83,0.02,,,X
2000-04-22,37,18,,0.0,,E
2000-04-23,35,6,0.04,,,E
2000-04-24,71,63,0.04,,,X
2000-04-25,37,30,0.18,,,M
2000-04-26,89,82,,,,X
2000-04-27,95,87,0.05,,,M
2000-04-28,80,53,0.02,,,X
2000-04-29,89,83,0.01,,,E
2000-04-30,71,45,0.06,,,E
2000-05-01,90,65,0.24,,,M
2000-05-02,101,93,0.05,0.03,,E
2000-05-03,94,78,0.02,,,X
2000-05-04,75,59,0.15,,,X
2000-05-05,72,57,0.0,,,E
2000-05-06,41,14,0.15,0.05,,X
2000-05-07,85,63,0.26,,,E
2000-05-08,87,80,0.18,,,M
2000-05-09,70,52,0.13,,,M
2000-05-10,52,36,0.01,,,X
2000-05-11,40,28,0.47,,,E
2000-05-12,82,73,0.12,,,M
2000-05-13,72,54,0.05,,,E
2000-05-14,88,76,0.06,,,E
2000-05-15,64,53,0.02,,,M
2000-05-16,81,65,0.14,,,M
2000-05-17,64,52,0.11,,,M
2000-05-18,77,72,0.06,,,M
2000-05-19,55,30,0.04,,,E
2000-05-20,49,30,0.05,0.05,,E
2000-05-21,74,53,0.24,,,X
2000-05-22,33,8,0.01,,,X
2000-05-23,61,51,0.03,,,M
2000-05-24,90,64,0.08,,,E
2000-05-25,45,29,0.7,,,M
2000-05-26,68,41,0.13,,3,X
2000-05-27,96,68,0.05,,,X
2000-05-28,96,79,0.0,,,E
2000-05-29,82,67,0.03,,,M
2000-05-30,80,69,0.13,,,X
2000-05-31,50,39,0.21,,,E
2000-06-01,101,84,0.01,,,E
2000-06-02,85,58,0.0,,2,E
2000-06-03,72,55,0.01,,,E
2000-06-04,76,69,0.14,,,M
2000-06-05,77,55,0.27,,,M
2000-06-06,41,19,0.05,,,M
2000-06-07,51,41,0.03,,,M
2000-06-08,106,101,0.16,,,E
2000-06-09,103,84,0.04,,,
2000-06-10,100,74,0.11,,0,M
2000-06-11,56,45,0.1,,,M
2000-06-12,61,38,0.02,,,M
2000-06-13,74,61,0.58,,,X
2000-06-14,52,40,0.05,,,M
2000-06-15,53,40,0.51,,,X
2000-06-16,34,29,,,,M
2000-06-17,36,20,0.01,,,E
2000-06-18,53,39,0.13,,,M
2000-06-19,53,38,0.01,,,X
2000-06-20,69,59,0.16,,,
2000-06-21,105,99,0.31,,,X
2000-06-22,104,89,0.15,,,E
2000-06-23,39,23,0.0,,,E
2000-06-24,56,37,0.01,0.1,,E
2000-06-25,100,84,0.05,,,E
2000-06-26,103,79,,,,X
2000-06-27,89,68,0.03,,,M
2000-06-28,51,27,0.0,,,E
2000-06-29,109,102,0.04,0.07,,M
2000-06-30,67,48,0.03,,,X
2000-07-01,33,25,0.05,,,M
2000-07-02,30,10,0.22,,,E
2000-07-03,108,95,,,,E
2000-07-04,93,66,0.08,,,M
2000-07-05,64,57,0.05,,,E
2000-07-06,104,94,0.41,0.05,,X
2000-07-07,68,43,0.41,,,E
2000-07-08,80,71,0.04,,,X
2000-07-09,42,31,0.1,,,E
2000-07-10,89,62,0.03,,0,X
2000-07-11,94,73,0.17,,,E
2000-07-12,52,31,0.04,,,E
2000-07-13,95,81,0.15,,,X
2000-07-14,88,73,0.02,,,X
2000-07-15,30,21,0.0,,,M
2000-07-16,101,90,0.28,,,M
2000-07-17,70,49,0.05,,,X
2000-07-18,76,52,0.15,,,M
2000-07-19,76,65,0.41,,,X
2000-07-20,77,61,0.01,,,E
2000-07-21,77,63,0.12,,,E
2000-07-22,44,30,,,,M
2000-07-23,75,56,0.18,,,E
2000-07-24,78,69,,,,E
2000-07-25,109,87,,,1,E
2000-07-26,75,68,0.25,,,X
2000-07-27,91,67,0.13,,,E
2000-07-28,79,54,0.32,,,M
2000-07-29,92,69,0.06,0.02,2,X
2000-07-30,91,62,0.02,,,M
2000-07-31,77,64,0.05,,,M
2000-08-01,63,52,0.01,,1,X
2000-08-02,76,64,0.04,,,E
2000-08-03,76,63,0.13,,,E
2000-08-04,104,75,0.02,,,X
2000-08-05,78,55,0.06,,,E
2000-08-06,73,66,0.02,,,X
2000-08-07,64,37,0.03,,,E
2000-08-08,62,56,0.06,,,X
2000-08-09,83,61,0.04,,,E
2000-08-10,70,59,0.01,,,M
2000-08-11,45,22,0.04,,,M
2000-08-12,95,81,0.01,,,X
2000-08-13,91,86,,,,M
2000-08-14,42,27,0.28,,,X
2000-08-15,48,22,0.06,,,E
2000-08-16,81,53,0.07,,,X
2000-08-17,88,72,0.25,,,E
2000-08-18,47,29,0.01,,,E
2000-08-19,44,32,0.28,,,X
2000-08-20,90,77,0.07,0.04,,M
2000-08-21,52,33,0.07,0.02,,M
2000-08-22,100,72,0.05,,,M
2000-08-23,101,72,0.02,,,M
2000-08-24,73,44,0.24,,,
2000-08-25,105,89,0.03,0.06,,M
2000-08-26,107,90,0.04,,,E
2000-08-27,96,80,0.0,,,X
2000-08-28,104,93,0.1,,0,X
2000-08-29,32,20,0.05,0.01,,M
2000-08-30,34,12,0.23,,,M
2000-08-31,59,54,0.04,,,M
2000-09-01,81,69,0.05,,,E
2000-09-02,53,25,0.08,0.05,,E
2000-09-03,56,45,0.05,,,E
2000-09-04,86,70,0.01,,,M
2000-09-05,88,75,0.37,,,
2000-09-06,41,30,0.03,,,X
2000-09-07,93,64,,,,E
2000-09-08,37,12,0.04,,,E
2000-09-09,36,31,,,,E
2000-09-10,71,65,0.01,,,E
2000-09-11,56,42,0.02,,,E
2000-09-12,67,59,0.05,0.04,,E
2000-09-13,39,23,0.04,,,E
2000-09-14,62,50,0.08,,,E
2000-09-15,54,26,0.14,,,X
2000-09-16,62,47,0.07,,,E
2000-09-17,64,52,0.0,,,X
2000-09-18,36,18,0.02,0.04,,E
2000-09-19,93,82,0.01,,,X
2000-09-20,62,44,0.04,,,E
2000-09-21,50,32,0.18,,,E
2000-09-22,74,54,0.11,,,E
2000-09-23,41,32,,,,M
2000-09-24,33,9,0.04,,,E
2000-09-25,38,14,0.0,,,M
2000-09-26,82,65,0.07,,,E
2000-09-27,92,81,0.01,,,X
2000-09-28,55,32,0.2,,,M
2000-09-29,108,85,0.01,,,M
2000-09-30,91,81,,,,E
2000-10-01,73,52,0.04,0.16,,X
2000-10-02,90,67,0.19,,,E
2000-10-03,38,24,0.28,0.08,,X
2000-10-04,40,19,0.07,,,X
2000-10-05,35,21,0.03,,,M
2000-10-06,59,34,0.1,,,M
2000-10-07,45,18,0.08,,,M
2000-10-08,101,83,0.03,,,E
2000-10-09,75,66,,,,E
2000-10-10,82,55,0.05,,,M
2000-10-11,103,93,0.16,,,X
2000-10-12,78,52,0.07,,,M
2000-10-13,31,5,0.04,,,X
2000-10-14,72,45,0.3,,,X
2000-10-15,48,42,0.2,0.03,,M
2000-10-16,54,29,0.13,,,E
2000-10-17,79,57,0.02,,,E
2000-10-18,95,75,0.04,,,X
2000-10-19,99,92,0.02,,,X
2000-10-20,107,84,0.17,,,X
2000-10-21,91,72,0.0,,,M
2000-10-22,77,67,0.01,,,M
2000-10-23,46,37,0.04,,,E
2000-10-24,49,28,0.1,,,E
2000-10-25,65,52,0.07,,,M
2000-10-26,76,56,,,,E
2000-10-27,76,63,,,,M
2000-10-28,61,49,0.43,0.24,0,E
2000-10-29,79,72,0.05,,,E
2000-10-30,81,68,,,,E
2000-10-31,59,34,0.0,0.01,,X
2000-11-01,93,72,0.01,,,E
2000-11-02,37,26,0.03,,,M
2000-11-03,109,97,0.1,,,E
2000-11-04,32,10,0.06,,,M
2000-11-05,86,60,0.01,,,E
2000-11-06,43,14,,,,E
2000-11-07,39,15,0.08,0.0,,X
2000-11-08,71,45,0.06,,,M
2000-11-09,35,16,,,3,M
2000-11-10,33,8,0.07,,,X
2000-11-11,108,88,0.03,,,
2000-11-12,65,49,0.03,,,E
2000-11-13,95,88,0.13,,,E
2000-11-14,81,52,0.01,,,M
2000-11-15,106,80,0.16,0.06,,E
2000-11-16,86,62,0.04,,,M
2000-11-17,92,75,0.06,,,E
2000-11-18,52,31,0.03,,,X
2000-11-19,34,26,0.05,,,M
2000-11-20,85,58,0.08,,,X
2000-11-21,50,27,0.07,,,E
2000-11-22,70,51,0.19,,,E
2000-11-23,59,38,0.06,,,X
2000-11-24,83,77,0.03,,,E
2000-11-25,82,55,0.16,0.03,,
2000-11-26,68,58,0.04,,,M
2000-11-27,32,21,0.14,,,X
2000-11-28,79,55,0.22,,,X
2000-11-29,60,51,0.0,,,E
2000-11-30,78,68,0.06,,,E
2000-12-01,33,22,0.01,0.01,,E
2000-12-02,79,66,0.14,,,E
2000-12-03,50,43,0.01,,,E
2000-12-04,42,32,0.04,,,E
2000-12-05,40,17,0.0,,,M
2000-12-06,101,84,0.18,,,X
2000-12-07,103,74,0.1,,,M
2000-12-08,108,103,0.03,,,E
2000-12-09,77,70,0.03,,1,M
2000-12-10,86,73,0.07,0.07,2,E
2000-12-11,81,53,0.18,0.05,,X
2000-12-12,46,36,,,,M
