DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2002-01-01,100,83,0.21,,,X
2002-01-02,30,19,,,,X
2002-01-03,31,18,0.28,,,M
2002-01-04,87,81,0.04,,,E
2002-01-05,96,84,0.05,,,
2002-01-06,109,104,0.01,,,M
2002-01-07,100,76,,,,E
2002-01-08,65,49,0.16,,,X
2002-01-09,69,64,0.09,,,E
2002-01-10,101,80,0.04,0.01,,
2002-01-11,72,56,0.29,,,X
2002-01-12,100,91,,,,
2002-01-13,75,54,0.11,,,X
2002-01-14,82,72,0.11,,0,X
2002-01-15,104,87,0.11,,,E
2002-01-16,57,28,0.02,,,M
2002-01-17,42,31,0.04,,,M
2002-01-18,48,42,,,,E
2002-01-19,39,34,0.01,,,M
2002-01-20,88,83,0.01,,,M
2002-01-21,89,63,0.05,,,X
2002-01-22,79,50,0.11,,,E
2002-01-23,49,38,0.02,,,E
2002-01-24,70,64,0.11,,,E
2002-01-25,40,21,0.04,,,M
2002-01-26,101,84,0.01,,,X
2002-01-27,60,51,,,,M
2002-01-28,81,70,0.11,,,M
2002-01-29,95,78,0.09,,,M
2002-01-30,106,94,0.0,,,X
2002-01-31,42,34,0.06,,1,M
2002-02-01,33,15,0.17,,,M
2002-02-02,66,41,0.2,0.08,,M
2002-02-03,73,56,0.09,0.01,,M
2002-02-04,103,93,0.0,,,X
2002-02-05,92,75,,,,X
2002-02-06,36,16,0.01,,,E
2002-02-07,81,57,0.05,,,X
2002-02-08,31,5,0.16,,,E
2002-02-09,109,83,0.14,0.01,,E
2002-02-10,47,22,0.09,,,
2002-02-11,79,68,0.23,0.03,,X
2002-02-12,39,14,0.24,,,E
2002-02-13,108,94,0.11,,,M
2002-02-14,69,52,0.06,,,X
2002-02-15,30,22,0.13,,,X
2002-02-16,62,50,0.18,,,X
2002-02-17,33,8,0.01,,,M
2002-02-18,76,66,0.1,,,E
2002-02-19,61,40,0.12,,,M
2002-02-20,92,75,0.02,,,E
2002-02-21,67,61,0.11,,,E
2002-02-22,81,55,0.03,0.01,,E
2002-02-23,102,73,0.07,,,M
2002-02-24,98,73,,,,
2002-02-25,64,56,0.12,,,X
2002-02-26,79,74,0.02,,,X
2002-02-27,75,64,0.03,,,X
2002-02-28,31,21,0.01,,,M
