DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2000-01-01,57,51,0.05,,,E
2000-01-02,59,44,0.09,,,X
2000-01-03,76,47,,,,E
2000-01-04,93,84,0.03,,4,M
2000-01-05,106,96,0.11,,,E
2000-01-06,109,103,0.12,,,X
2000-01-07,103,95,0.06,0.33,,E
2000-01-08,73,64,0.13,0.03,,X
2000-01-09,37,26,0.11,,,E
2000-01-10,56,39,0.04,,,X
2000-01-11,39,13,0.13,,,M
2000-01-12,99,77,0.16,,,M
2000-01-13,56,27,0.02,,,M
2000-01-14,38,31,0.06,,,E
2000-01-15,44,18,0.09,,,M
2000-01-16,103,74,,,,X
2000-01-17,51,42,0.07,,,X
2000-01-18,82,68,,,,X
2000-01-19,95,84,0.02,,,M
2000-01-20,40,12,0.12,,,E
2000-01-21,81,68,0.05,,,M
2000-01-22,52,38,0.18,,,X
2000-01-23,32,17,0.19,,,M
2000-01-24,31,14,0.01,,0,M
2000-01-25,90,79,0.1,0.06,,M
2000-01-26,44,35,0.01,,,E
2000-01-27,49,32,0.04,,,X
2000-01-28,82,62,0.18,,,M
2000-01-29,52,47,0.13,,,M
2000-01-30,33,18,0.05,,,X
2000-01-31,46,33,0.06,,,X
2000-02-01,60,35,,,,M
2000-02-02,60,47,0.09,,,M
2000-02-03,109,90,,,3,X
2000-02-04,43,14,,,0,E
2000-02-05,36,24,0.06,,,E
2000-02-06,38,11,,,,E
2000-02-07,53,42,0.03,0.07,,E
2000-02-08,107,99,0.1,,,X
2000-02-09,56,32,0.12,,,E
2000-02-10,54,37,0.05,,,E
2000-02-11,64,39,0.14,,,M
2000-02-12,44,33,0.0,,,X
2000-02-13,41,31,,0.07,,X
2000-02-14,65,48,0.08,,,X
2000-02-15,107,93,0.36,,,X
2000-02-16,44,21,0.11,,,X
2000-02-17,33,12,0.02,,,M
2000-02-18,51,22,0.14,0.05,,M
2000-02-19,82,76,0.06,,,E
2000-02-20,59,47,0.01,,,X
2000-02-21,38,32,0.01,,,X
2000-02-22,30,22,0.03,,,M
2000-02-23,90,83,0.18,0.01,,M
2000-02-24,77,68,0.02,,,E
2000-02-25,94,89,0.09,,,E
2000-02-26,69,49,0.23,,,M
2000-02-27,79,73,0.09,,,X
