DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2000-01-01,33,25,0.37,,,M
2000-01-02,61,54,0.34,,,M
2000-01-03,55,35,0.14,,,E
2000-01-04,46,40,,,,E
2000-01-05,37,14,0.12,,,E
2000-01-06,89,76,0.04,,,E
2000-01-07,106,95,0.02,,,E
2000-01-08,73,62,0.07,0.02,,M
2000-01-09,30,7,0.04,,,M
2000-01-10,56,40,0.01,,,X
2000-01-11,107,95,0.02,,,E
2000-01-12,67,53,0.15,,,M
2000-01-13,70,60,0.0,,,M
2000-01-14,50,24,0.37,,,M
2000-01-15,85,56,,,,M
2000-01-16,58,46,,,2,M
2000-01-17,55,32,0.05,,,E
2000-01-18,108,101,0.1,,0,X
2000-01-19,45,27,0.04,,,X
2000-01-20,33,4,0.13,,,E
2000-01-21,30,25,0.09,,,M
2000-01-22,81,68,0.02,,,E
2000-01-23,73,49,0.09,,,X
2000-01-24,83,69,0.18,,,X
2000-01-25,94,76,0.0,,,X
2000-01-26,34,5,0.01,,,M
2000-01-27,97,75,0.0,,,X
2000-01-28,103,84,0.01,0.04,,E
2000-01-29,103,79,0.08,,,X
2000-01-30,89,83,0.27,,,M
2000-01-31,74,68,0.13,,,
2000-02-01,45,18,,0.23,,X
2000-02-02,42,13,0.1,,,E
2000-02-03,49,39,0.02,,,E
2000-02-04,70,41,0.03,,,E
2000-02-05,48,43,0.01,,,X
2000-02-06,57,33,0.15,,,E
2000-02-07,62,37,0.07,,,
2000-02-08,50,40,0.06,,,M
2000-02-09,76,48,0.06,,,X
2000-02-10,47,31,0.09,,,M
2000-02-11,99,91,0.05,,,M
2000-02-12,38,26,0.18,,,X
2000-02-13,81,70,0.15,,,
2000-02-14,47,28,,,,X
2000-02-15,86,65,0.26,,,M
2000-02-16,94,87,,,,X
2000-02-17,40,26,0.05,,,
2000-02-18,88,68,0.08,,,X
2000-02-19,41,22,0.06,,,E
2000-02-20,48,28,0.13,,,M
2000-02-21,109,98,0.09,,,X
2000-02-22,95,86,0.04,0.12,,M
2000-02-23,75,59,0.13,,,M
2000-02-24,73,59,,,,E
2000-02-25,93,76,0.06,,,X
2000-02-26,88,70,0.48,,,X
2000-02-27,30,8,0.07,,,M
2000-02-28,81,65,0.12,,,X
2000-02-29,44,17,0.02,,,M
2000-03-01,38,31,0.15,,,X
2000-03-02,101,92,0.06,,,X
2000-03-03,39,19,0.32,,,E
2000-03-04,93,77,0.07,,,X
2000-03-05,99,84,,,,M
2000-03-06,38,24,0.1,,,M
2000-03-07,87,71,0.01,,,M
2000-03-08,100,93,0.1,,,
2000-03-09,93,68,0.05,,,X
2000-03-10,105,80,0.07,,,E
2000-03-11,30,19,0.13,,,E
2000-03-12,58,32,0.03,0.03,,E
2000-03-13,62,37,0.05,,,M
2000-03-14,68,54,0.09,,,
2000-03-15,84,73,,,,E
2000-03-16,34,17,0.03,,,M
2000-03-17,89,74,0.12,,,M
2000-03-18,43,37,,,,E
2000-03-19,98,79,0.1,,,X
2000-03-20,66,56,0.2,,4,M
2000-03-21,43,36,0.19,,,M
2000-03-22,98,89,0.16,,,M
2000-03-23,63,35,0.23,,,X
2000-03-24,34,8,0.3,,,X
2000-03-25,65,42,0.16,,,E
2000-03-26,62,55,0.01,0.24,,X
2000-03-27,90,75,0.07,,,X
2000-03-28,56,44,,,,E
2000-03-29,107,83,0.06,0.02,,M
2000-03-30,61,34,0.01,,,
2000-03-31,72,66,,,,M
2000-04-01,44,38,0.02,,,E
2000-04-02,38,33,0.12,,,
2000-04-03,88,80,0.02,,,X
2000-04-04,107,95,,,,X
2000-04-05,32,15,0.08,,,M
2000-04-06,42,35,0.17,,,M
2000-04-07,91,76,0.03,,,X
2000-04-08,101,79,0.05,,,M
2000-04-09,43,37,,,,
