DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2002-01-01,37,27,0.09,,,E
2002-01-02,37,27,0.01,,,M
2002-01-03,77,55,,,,X
2002-01-04,51,46,0.05,,4,X
2002-01-05,108,97,0.06,,,X
2002-01-06,73,63,0.03,,,X
2002-01-07,41,33,0.33,,,M
2002-01-08,83,54,0.01,,,X
2002-01-09,63,56,,,,E
2002-01-10,108,94,0.07,,,X
2002-01-11,81,54,0.07,,,M
2002-01-12,98,89,0.01,,,X
2002-01-13,97,89,0.01,,,E
2002-01-14,55,27,0.04,0.06,4,M
2002-01-15,73,58,,,,X
2002-01-16,41,17,,,,M
2002-01-17,95,75,,,,X
2002-01-18,94,82,0.0,,,E
2002-01-19,102,78,0.09,,,E
2002-01-20,88,71,0.07,,,X
2002-01-21,90,80,,,,M
2002-01-22,98,84,0.01,0.1,,X
2002-01-23,67,60,0.06,,,M
2002-01-24,85,58,0.02,,,M
2002-01-25,94,65,0.05,,,M
2002-01-26,49,39,0.06,,,X
2002-01-27,57,29,0.01,,,X
2002-01-28,79,70,0.24,,,X
2002-01-29,96,74,0.0,,,M
2002-01-30,41,12,0.16,,0,M
2002-01-31,43,34,0.01,,,M
2002-02-01,83,69,0.07,,,X
2002-02-02,49,31,0.16,,,M
2002-02-03,95,67,0.14,,,E
2002-02-04,80,57,0.06,,,M
2002-02-05,78,50,,,,M
2002-02-06,69,40,0.02,,,M
2002-02-07,87,77,0.04,,,M
2002-02-08,45,24,0.0,0.06,,X
2002-02-09,69,57,0.04,,,X
2002-02-10,33,24,0.43,0.04,,X
2002-02-11,41,30,,,,
2002-02-12,77,52,0.06,,,M
2002-02-13,97,86,0.27,0.01,,X
2002-02-14,96,77,,,,M
2002-02-15,50,34,0.17,,,E
2002-02-16,39,22,0.12,,,
2002-02-17,71,56,0.0,0.03,,M
2002-02-18,98,76,0.02,,,
2002-02-19,61,39,0.13,,,X
2002-02-20,90,75,0.27,0.07,,E
2002-02-21,47,25,0.23,,,
2002-02-22,104,95,0.09,,,E
2002-02-23,37,30,0.0,,,M
2002-02-24,60,49,0.07,,,X
2002-02-25,73,62,0.23,,,
2002-02-26,71,62,0.04,,,
2002-02-27,78,56,0.02,,,E
2002-02-28,55,49,0.01,,,M
2002-03-01,41,33,0.21,,,M
2002-03-02,40,12,0.06,,,M
2002-03-03,72,48,0.06,,,E
2002-03-04,103,91,0.04,,,X
2002-03-05,72,66,0.1,0.05,,E
2002-03-06,32,9,0.28,0.0,,M
2002-03-07,101,92,0.03,,,M
2002-03-08,44,17,0.02,,,M
2002-03-09,94,66,0.02,,,X
2002-03-10,107,94,0.02,,,X
2002-03-11,40,14,0.01,,,E
2002-03-12,83,77,0.34,,,X
2002-03-13,80,56,0.02,,,E
2002-03-14,109,103,,,,M
2002-03-15,52,46,0.11,,,X
2002-03-16,66,43,,,,X
2002-03-17,48,26,,,,X
2002-03-18,95,71,0.06,,,X
2002-03-19,65,53,0.2,,,M
2002-03-20,73,53,0.06,,,M
2002-03-21,98,77,,,,M
2002-03-22,83,58,0.18,,,M
2002-03-23,50,24,0.07,,,X
2002-03-24,68,55,0.1,0.0,,X
2002-03-25,37,9,0.08,,,M
2002-03-26,52,29,0.07,,,E
2002-03-27,104,96,0.01,,,X
2002-03-28,63,43,0.03,,,X
2002-03-29,57,42,0.31,,,M
2002-03-30,48,36,,,,X
2002-03-31,70,42,0.02,,,X
2002-04-01,84,56,0.15,,,X
2002-04-02,90,85,0.02,,,X
2002-04-03,109,83,0.07,,0,X
2002-04-04,91,63,0.05,,,E
2002-04-05,48,42,0.1,,,X
2002-04-06,54,42,0.04,,,M
2002-04-07,40,24,0.01,,,
2002-04-08,55,32,0.17,,,M
2002-04-09,54,49,,,,M
2002-04-10,102,86,0.13,,0,M
2002-04-11,104,78,0.24,,,E
2002-04-12,51,41,0.25,,,M
2002-04-13,83,66,0.11,0.01,,M
2002-04-14,92,83,0.03,,,M
2002-04-15,37,14,0.08,,,E
2002-04-16,30,1,0.25,,,M
2002-04-17,88,61,0.01,,,E
2002-04-18,38,24,0.01,,,X
2002-04-19,109,92,0.03,,,X
2002-04-20,55,26,0.07,,,E
2002-04-21,108,95,,0.04,,E
2002-04-22,32,16,0.29,,,M
2002-04-23,30,23,0.02,,,X
2002-04-24,82,72,0.05,,,E
2002-04-25,39,27,0.11,,,E
2002-04-26,81,61,0.12,,,
2002-04-27,46,24,0.13,0.08,,X
2002-04-28,69,42,0.07,,,E
2002-04-29,65,48,0.1,,,M
2002-04-30,35,24,0.03,,,M
2002-05-01,76,56,0.13,,,M
2002-05-02,70,58,,,,M
2002-05-03,55,44,,,3,X
2002-05-04,92,83,0.01,,,X
2002-05-05,39,18,0.0,,,E
2002-05-06,82,59,0.05,,,
2002-05-07,69,49,0.0,,,M
2002-05-08,39,34,0.03,,,E
2002-05-09,83,74,0.33,,,X
2002-05-10,86,58,0.28,,,X
2002-05-11,96,70,0.09,,,E
2002-05-12,34,27,0.01,,,X
2002-05-13,67,57,0.05,,,M
2002-05-14,84,56,0.16,,,M
2002-05-15,76,53,,,,M
2002-05-16,69,63,0.03,,,X
2002-05-17,33,9,0.2,,,E
2002-05-18,60,31,0.04,0.02,,
2002-05-19,63,53,0.15,,3,M
2002-05-20,36,19,0.2,,0,M
2002-05-21,64,51,0.19,,,E
2002-05-22,71,54,0.13,,4,X
2002-05-23,66,58,0.03,,,M
2002-05-24,60,50,,,,E
2002-05-25,96,80,0.15,,,E
2002-05-26,66,52,0.45,,,X
2002-05-27,94,73,0.32,0.04,,X
2002-05-28,92,80,0.01,,,E
2002-05-29,67,61,0.22,,,M
2002-05-30,44,30,0.06,,,M
2002-05-31,64,43,0.09,,,E
2002-06-01,78,50,0.07,,,X
2002-06-02,79,53,0.29,,0,M
2002-06-03,102,90,,0.01,,X
2002-06-04,109,98,0.03,,,
2002-06-05,65,51,0.23,,,E
2002-06-06,93,73,0.01,,,M
2002-06-07,77,53,0.18,,,E
2002-06-08,96,73,0.02,0.07,,M
2002-06-09,65,44,0.13,,,E
2002-06-10,63,34,0.03,,,
2002-06-11,97,68,0.19,,,X
2002-06-12,74,46,0.0,,4,E
2002-06-13,90,73,0.04,,,M
2002-06-14,44,21,0.19,,,M
2002-06-15,64,56,0.11,0.02,,M
2002-06-16,102,76,0.02,,,
2002-06-17,56,44,0.17,,,E
2002-06-18,39,28,0.01,,,M
2002-06-19,43,33,0.02,,,E
2002-06-20,60,39,0.03,,,E
2002-06-21,35,16,0.0,,,
2002-06-22,69,64,0.01,,,M
2002-06-23,98,70,0.02,,,M
2002-06-24,52,41,0.13,,,E
2002-06-25,96,75,0.1,,,X
2002-06-26,94,84,0.0,,,M
2002-06-27,39,33,0.08,,,E
2002-06-28,34,18,0.16,0.03,,X
2002-06-29,100,89,0.13,0.17,,X
2002-06-30,108,95,,,,E
2002-07-01,47,36,0.02,0.02,,
2002-07-02,106,96,0.01,,,X
2002-07-03,31,25,,,,X
2002-07-04,32,24,0.0,,,X
2002-07-05,103,79,0.07,,,X
2002-07-06,101,79,0.17,,,M
2002-07-07,59,33,0.18,,,E
2002-07-08,94,72,0.18,,,M
2002-07-09,89,66,0.27,,,M
2002-07-10,92,67,0.13,,,M
2002-07-11,82,68,0.05,,,M
2002-07-12,88,77,0.36,,3,E
2002-07-13,37,26,0.1,0.06,,M
2002-07-14,44,20,0.22,,,E
2002-07-15,103,92,0.1,,,M
2002-07-16,106,87,0.01,,,E
2002-07-17,109,102,0.08,,,E
2002-07-18,81,74,,,,E
2002-07-19,79,60,0.01,,,
2002-07-20,76,49,0.2,0.0,,X
2002-07-21,51,30,0.17,,,M
2002-07-22,44,36,,,,X
2002-07-23,97,78,0.17,,,M
2002-07-24,49,37,,,,M
2002-07-25,91,80,0.18,,,E
2002-07-26,62,37,0.23,0.02,,M
2002-07-27,62,37,0.41,,,X
2002-07-28,67,52,0.04,,,M
2002-07-29,83,64,0.01,0.03,,X
2002-07-30,64,40,0.09,,,X
2002-07-31,64,59,,,,M
2002-08-01,37,22,0.13,,,E
2002-08-02,58,46,0.09,,,X
2002-08-03,58,41,0.04,,,X
2002-08-04,41,29,0.02,,,E
2002-08-05,83,58,0.02,,,X
2002-08-06,73,66,0.02,,,M
2002-08-07,34,13,0.08,,,E
2002-08-08,99,89,0.04,,,M
2002-08-09,86,64,,,,M
2002-08-10,93,77,0.1,,,X
2002-08-11,104,84,0.0,,,M
2002-08-12,84,61,0.43,,,M
2002-08-13,31,8,0.02,,,X
2002-08-14,68,39,0.1,,,E
2002-08-15,102,81,0.1,,,X
2002-08-16,90,73,0.0,,,X
2002-08-17,35,24,0.05,,3,X
2002-08-18,86,79,0.11,,,E
2002-08-19,104,91,0.09,,,E
2002-08-20,60,38,0.18,,,
2002-08-21,103,84,0.11,,,M
2002-08-22,73,47,,,,E
2002-08-23,79,70,0.01,,,E
2002-08-24,73,49,0.08,,,E
