DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2000-01-01,75,66,0.18,0.05,,
2000-01-02,109,101,,,,M
2000-01-03,106,87,0.0,,,
2000-01-04,63,55,0.19,,,X
2000-01-05,102,77,0.02,0.07,,X
2000-01-06,35,28,0.13,,,M
2000-01-07,63,57,0.03,,,E
2000-01-08,109,101,0.05,,,M
2000-01-09,96,91,0.51,,,M
2000-01-10,88,68,0.04,,,X
2000-01-11,89,71,0.22,,,X
2000-01-12,87,61,0.04,,,X
2000-01-13,81,54,,,,X
2000-01-14,54,28,0.01,,,E
2000-01-15,98,90,0.11,,,E
2000-01-16,93,85,0.02,,,E
2000-01-17,38,10,0.07,,2,
2000-01-18,32,14,0.02,,,M
2000-01-19,46,31,0.11,,,E
2000-01-20,58,30,0.02,,,M
2000-01-21,54,45,0.53,,,X
2000-01-22,64,50,0.12,,,M
2000-01-23,93,88,0.19,,,E
2000-01-24,56,45,0.02,,,E
2000-01-25,51,35,0.34,,,M
2000-01-26,76,65,0.02,,,E
2000-01-27,80,62,0.0,,,X
2000-01-28,37,17,0.01,,,
2000-01-29,60,45,0.03,,,E
2000-01-30,95,74,0.29,,,
2000-01-31,52,38,0.0,,,M
2000-02-01,72,61,0.1,0.11,,E
2000-02-02,56,48,0.21,,,X
2000-02-03,98,84,0.05,,,X
2000-02-04,70,52,0.14,,,E
2000-02-05,36,19,0.01,,,M
2000-02-06,63,58,0.06,,,E
2000-02-07,75,68,0.06,,,X
2000-02-08,65,39,0.2,,,X
2000-02-09,62,35,0.11,,,M
2000-02-10,41,16,0.04,0.04,,E
2000-02-11,82,54,0.05,,,M
2000-02-12,36,27,0.16,,,M
2000-02-13,47,25,0.1,,,M
2000-02-14,74,66,0.01,,,M
2000-02-15,109,88,0.02,,,M
2000-02-16,70,44,0.14,0.01,,E
2000-02-17,59,42,0.0,,4,M
2000-02-18,82,77,0.06,,,M
2000-02-19,67,56,0.03,,,E
2000-02-20,30,23,0.04,,,E
2000-02-21,87,64,0.12,,,X
2000-02-22,64,59,0.11,,,X
2000-02-23,82,64,0.08,,,M
2000-02-24,62,56,0.18,,,E
2000-02-25,47,35,0.07,,,X
2000-02-26,55,47,0.25,,,M
2000-02-27,63,36,0.13,,,X
2000-02-28,106,82,0.01,,,M
2000-02-29,40,18,0.12,,,M
2000-03-01,46,17,0.06,,,E
2000-03-02,95,88,0.02,,,X
2000-03-03,73,48,,,,X
2000-03-04,96,82,0.04,,,M
2000-03-05,30,1,0.44,,,M
2000-03-06,59,37,0.0,,,X
2000-03-07,89,61,0.03,,,E
2000-03-08,46,36,0.09,,,E
2000-03-09,85,61,,,,E
2000-03-10,32,27,0.0,,,X
2000-03-11,97,89,0.12,,,M
2000-03-12,48,41,0.1,,0,X
2000-03-13,72,63,0.07,,,E
2000-03-14,69,56,0.03,,3,X
2000-03-15,69,61,0.4,,,E
2000-03-16,105,90,0.0,,,E
2000-03-17,48,32,0.0,,,X
2000-03-18,33,19,,,,E
2000-03-19,105,77,0.01,0.04,,M
2000-03-20,84,77,0.09,,,E
2000-03-21,82,75,0.09,,,E
2000-03-22,74,50,0.08,,,E
2000-03-23,78,49,0.12,,,M
2000-03-24,30,16,0.02,,,X
2000-03-25,88,60,0.09,,,X
2000-03-26,92,82,0.03,,,E
2000-03-27,71,43,0.45,,,M
2000-03-28,102,93,0.01,,,M
2000-03-29,93,67,0.09,0.05,,M
2000-03-30,66,37,,,,E
2000-03-31,100,79,0.39,,,M
2000-04-01,31,21,0.07,,,E
2000-04-02,75,52,0.08,,,M
2000-04-03,105,94,0.1,0.03,,E
2000-04-04,90,74,0.0,,,E
2000-04-05,94,83,,,,
2000-04-06,66,50,0.08,,,M
2000-04-07,38,33,0.31,0.02,,M
2000-04-08,57,40,0.04,0.04,,E
2000-04-09,38,10,0.14,,4,X
2000-04-10,107,85,0.24,,,X
2000-04-11,57,48,0.11,,,E
2000-04-12,75,66,0.12,,,X
2000-04-13,59,33,0.01,,,E
2000-04-14,45,17,0.03,,,X
2000-04-15,57,51,0.13,,,X
2000-04-16,78,54,0.01,,,E
2000-04-17,67,45,0.03,,,M
2000-04-18,76,50,0.41,,,X
2000-04-19,78,56,0.19,,,
2000-04-20,44,33,0.2,,,M
2000-04-21,73,54,0.08,,,E
2000-04-22,97,88,0.03,,,M
2000-04-23,70,64,0.05,,,
2000-04-24,46,24,0.02,0.02,,M
2000-04-25,92,77,0.02,0.0,,M
2000-04-26,32,12,0.03,,,X
2000-04-27,58,36,0.08,,,E
2000-04-28,70,47,,,,M
2000-04-29,49,26,0.26,,,E
2000-04-30,105,90,,,,E
2000-05-01,56,32,0.03,,,M
2000-05-02,53,43,0.31,,,X
2000-05-03,106,82,0.06,0.04,,X
2000-05-04,57,37,0.01,,,M
2000-05-05,53,44,0.2,,,E
2000-05-06,92,85,0.12,0.03,,M
2000-05-07,88,82,0.07,,,E
2000-05-08,109,82,0.08,0.11,,X
2000-05-09,109,97,0.0,0.02,,M
2000-05-10,45,19,0.09,,,E
2000-05-11,47,32,0.0,,,M
2000-05-12,103,81,0.01,,,M
2000-05-13,88,79,0.02,,,M
2000-05-14,95,74,0.02,,,M
2000-05-15,32,10,0.05,,,M
2000-05-16,88,59,0.01,,4,E
2000-05-17,92,84,0.12,,,E
2000-05-18,109,92,0.27,,,
2000-05-19,63,49,0.36,,,M
2000-05-20,34,11,0.18,,,X
2000-05-21,98,89,0.25,,,M
