DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2002-01-01,31,22,0.04,0.01,,X
2002-01-02,83,57,0.02,,,X
2002-01-03,55,44,0.03,,,E
2002-01-04,71,66,0.12,,,E
2002-01-05,70,44,0.01,,,
2002-01-06,87,63,0.01,,,E
2002-01-07,36,13,0.05,,,M
2002-01-08,96,74,0.2,,,
2002-01-09,66,44,0.03,,,
2002-01-10,96,68,0.11,,,E
2002-01-11,90,70,0.03,,,X
2002-01-12,57,29,0.04,0.02,,M
2002-01-13,86,67,0.01,,,E
2002-01-14,78,63,0.0,,,X
2002-01-15,38,15,0.57,,,E
2002-01-16,106,77,0.02,,,M
2002-01-17,106,92,0.01,,,E
2002-01-18,64,37,0.1,,,E
2002-01-19,82,71,0.07,,,M
2002-01-20,102,96,0.04,,,M
2002-01-21,107,102,0.21,,,X
2002-01-22,83,55,0.01,,,M
2002-01-23,74,54,0.04,,,
2002-01-24,63,40,0.01,,,E
2002-01-25,85,65,0.09,,,X
2002-01-26,69,59,0.48,0.01,,M
2002-01-27,100,94,0.02,,,X
2002-01-28,64,36,0.0,0.31,,M
2002-01-29,67,44,0.04,,,X
2002-01-30,37,19,,,,X
2002-01-31,46,39,0.28,,,M
2002-02-01,98,75,0.07,,,
2002-02-02,77,71,0.08,0.04,,E
2002-02-03,39,21,,,,M
2002-02-04,55,31,0.02,,,X
2002-02-05,101,92,,,,E
2002-02-06,54,43,0.02,,,X
2002-02-07,81,71,0.01,,,
2002-02-08,102,79,0.22,,,E
2002-02-09,72,48,0.14,,,M
2002-02-10,93,64,0.0,,,X
2002-02-11,31,11,0.01,,,E
2002-02-12,109,99,0.25,,,
2002-02-13,108,93,0.17,,,E
2002-02-14,70,46,0.15,,,X
2002-02-15,73,60,0.02,,,X
2002-02-16,92,72,0.08,,,X
2002-02-17,89,68,0.02,,,M
2002-02-18,63,37,0.04,,,X
2002-02-19,68,61,0.01,,,E
2002-02-20,50,27,0.15,,,X
2002-02-21,101,78,0.04,,,M
2002-02-22,83,65,0.01,0.01,3,X
2002-02-23,82,74,0.29,,,X
2002-02-24,34,12,0.12,,,M
2002-02-25,91,81,0.07,,,M
2002-02-26,90,71,0.06,,,E
2002-02-27,68,63,0.01,,,E
2002-02-28,55,48,0.02,,,M
2002-03-01,62,37,0.06,,,E
2002-03-02,81,70,0.05,,,X
2002-03-03,40,14,0.07,,,E
2002-03-04,33,20,0.01,,,
2002-03-05,101,92,0.15,,,X
2002-03-06,55,44,0.39,,,M
2002-03-07,31,21,0.09,,,E
2002-03-08,56,48,0.13,,,M
2002-03-09,53,27,0.03,0.0,,X
2002-03-10,68,46,0.02,,,X
2002-03-11,51,39,0.0,,,M
2002-03-12,74,49,0.37,,,E
2002-03-13,46,33,0.08,,,M
2002-03-14,44,16,0.13,,,M
2002-03-15,92,65,0.07,,,E
2002-03-16,42,15,0.02,0.02,,M
2002-03-17,70,56,0.12,,,E
2002-03-18,98,93,0.24,,,M
2002-03-19,106,80,,,,X
2002-03-20,71,51,0.02,,,M
2002-03-21,40,32,,,,M
2002-03-22,101,90,0.05,,,X
2002-03-23,66,48,0.09,0.05,,X
2002-03-24,79,56,0.09,,,X
2002-03-25,76,61,0.09,,,E
2002-03-26,84,55,0.15,,,M
2002-03-27,100,88,0.03,,,X
2002-03-28,106,93,0.03,,,X
2002-03-29,57,42,0.26,,,X
2002-03-30,77,51,0.18,0.1,,X
2002-03-31,62,52,0.06,,,M
2002-04-01,105,97,0.05,,,E
2002-04-02,89,60,0.0,,,E
2002-04-03,100,87,,0.02,,E
2002-04-04,86,69,,,,M
2002-04-05,49,24,,,,X
2002-04-06,70,46,0.05,0.05,,E
2002-04-07,57,35,0.04,,,X
2002-04-08,41,22,0.23,,,E
2002-04-09,75,70,0.24,,,E
2002-04-10,101,86,0.03,,0,X
2002-04-11,95,69,0.04,,,X
2002-04-12,67,38,0.01,,,M
2002-04-13,31,16,0.01,,,X
2002-04-14,107,96,0.07,,,M
2002-04-15,63,50,0.04,,,E
2002-04-16,88,81,0.03,,,M
2002-04-17,70,60,0.06,0.11,,E
2002-04-18,105,86,0.04,,,X
2002-04-19,89,76,0.16,,,X
2002-04-20,43,18,0.02,,,X
2002-04-21,36,20,0.07,0.01,,E
2002-04-22,91,70,0.31,,,M
2002-04-23,93,80,0.04,,,X
2002-04-24,107,100,0.03,,,M
2002-04-25,66,44,0.03,,,E
2002-04-26,89,62,0.26,,,X
2002-04-27,54,48,0.14,,,E
2002-04-28,50,34,0.08,,,E
2002-04-29,60,50,0.0,,,X
2002-04-30,47,32,0.04,0.06,,X
2002-05-01,82,67,,,,X
2002-05-02,72,50,0.11,,,M
2002-05-03,68,49,0.11,,1,X
2002-05-04,84,59,,,,E
2002-05-05,82,62,0.29,,,M
2002-05-06,90,68,0.28,,,E
2002-05-07,44,26,0.07,,,E
2002-05-08,48,25,0.24,,,X
2002-05-09,34,19,0.05,,,M
2002-05-10,38,22,0.22,,,E
2002-05-11,70,62,0.02,,,M
2002-05-12,77,66,0.19,,,X
2002-05-13,39,19,0.03,,,X
2002-05-14,72,48,0.02,,,M
2002-05-15,81,64,0.05,,,E
2002-05-16,47,18,0.05,,,X
2002-05-17,58,49,0.3,,,M
2002-05-18,103,94,,,,X
2002-05-19,92,75,0.01,,,X
2002-05-20,101,86,0.07,,3,X
2002-05-21,35,22,0.09,,,E
2002-05-22,36,25,0.23,,,E
2002-05-23,76,52,0.14,,,X
2002-05-24,86,58,0.15,,,X
2002-05-25,102,94,0.04,,,X
2002-05-26,32,26,0.01,,,E
2002-05-27,58,30,0.01,,,M
2002-05-28,70,58,0.05,,,X
2002-05-29,76,67,0.17,,,X
2002-05-30,57,48,0.02,,,M
2002-05-31,80,57,0.03,,,X
2002-06-01,53,36,0.07,,,E
2002-06-02,89,60,0.15,,,E
2002-06-03,69,55,0.01,,,
2002-06-04,77,67,0.13,,,E
2002-06-05,87,74,0.04,,,M
2002-06-06,70,52,,,,M
2002-06-07,51,33,0.03,,,X
2002-06-08,80,65,0.05,,,M
2002-06-09,62,34,0.01,,,M
2002-06-10,70,41,,,,X
2002-06-11,33,23,0.01,,,E
2002-06-12,42,26,,,,E
2002-06-13,46,35,0.06,,,M
2002-06-14,105,93,0.07,,,M
2002-06-15,38,20,0.4,,,E
2002-06-16,91,76,0.12,0.02,,M
2002-06-17,104,85,0.06,,,X
2002-06-18,66,55,0.04,,,X
2002-06-19,71,63,0.03,,,E
2002-06-20,46,39,0.02,,,E
2002-06-21,81,61,0.02,,,X
2002-06-22,49,33,0.14,,,X
2002-06-23,48,38,0.12,0.07,,X
2002-06-24,98,72,0.07,0.07,,M
2002-06-25,37,27,0.12,,,E
2002-06-26,79,58,0.16,,,X
2002-06-27,52,39,0.01,,,M
2002-06-28,48,33,0.05,,,M
2002-06-29,103,91,0.25,,,E
2002-06-30,30,6,0.21,,3,X
2002-07-01,91,68,0.02,0.07,,X
2002-07-02,106,83,0.09,,,M
2002-07-03,103,96,0.01,,,
2002-07-04,76,58,0.22,,,X
2002-07-05,57,42,0.06,,,E
2002-07-06,55,46,0.05,,,E
2002-07-07,100,88,0.04,,,M
2002-07-08,54,34,0.01,,,X
2002-07-09,81,69,,0.08,,X
2002-07-10,31,24,0.05,0.05,,X
2002-07-11,34,9,0.04,,,M
2002-07-12,95,74,0.12,,,X
2002-07-13,66,50,0.06,,,X
2002-07-14,70,56,0.03,,,X
2002-07-15,55,28,0.07,,,E
2002-07-16,41,20,0.01,,,E
2002-07-17,36,16,0.02,,2,M
2002-07-18,87,74,0.08,,,M
2002-07-19,100,83,0.02,,,M
2002-07-20,93,71,0.06,,,M
2002-07-21,93,70,0.36,,,M
2002-07-22,93,68,0.08,,,E
2002-07-23,98,93,0.02,,,X
2002-07-24,32,7,0.16,,,X
2002-07-25,82,66,0.04,,,E
2002-07-26,53,47,0.07,,,X
2002-07-27,90,76,0.15,,,M
2002-07-28,57,29,0.31,,,E
2002-07-29,72,64,0.09,,,X
2002-07-30,92,67,0.22,,,X
2002-07-31,66,43,0.1,,,E
2002-08-01,47,40,0.03,,,
2002-08-02,107,84,0.12,,,E
2002-08-03,59,48,0.04,,,M
2002-08-04,107,83,0.1,,,M
2002-08-05,65,52,,,,E
2002-08-06,35,25,0.04,,,E
2002-08-07,30,17,0.03,,,X
2002-08-08,57,29,0.02,,,E
2002-08-09,59,42,0.04,,,X
2002-08-10,49,38,0.04,0.1,,M
2002-08-11,66,41,0.03,,,X
2002-08-12,60,40,0.03,0.05,,M
2002-08-13,59,45,0.17,,,E
2002-08-14,59,34,,,,M
2002-08-15,89,80,0.03,,,X
2002-08-16,104,91,0.11,,,M
2002-08-17,38,16,0.08,,1,E
2002-08-18,95,66,0.17,,,X
2002-08-19,32,17,0.05,,,E
2002-08-20,39,31,,,,M
2002-08-21,88,70,0.01,,,M
2002-08-22,47,41,0.06,0.19,,E
2002-08-23,57,50,0.05,0.03,,
2002-08-24,81,59,,0.05,,E
2002-08-25,74,53,0.27,,,E
2002-08-26,36,21,0.01,,,E
2002-08-27,93,80,0.01,,,M
2002-08-28,54,37,0.04,,,X
2002-08-29,101,80,0.04,,,X
2002-08-30,52,24,0.21,,,M
2002-08-31,95,66,0.03,,,E
2002-09-01,53,48,,,,
2002-09-02,104,76,0.23,0.01,,E
2002-09-03,56,37,0.07,,,E
2002-09-04,52,32,0.02,,,X
2002-09-05,38,25,0.03,,,X
2002-09-06,75,67,0.25,,,X
2002-09-07,82,72,0.02,0.09,,X
2002-09-08,74,50,0.13,0.08,,M
2002-09-09,99,81,0.02,,,M
2002-09-10,68,58,0.07,,,M
2002-09-11,45,37,0.02,,,M
2002-09-12,103,75,0.05,,,M
2002-09-13,102,82,0.29,,,M
2002-09-14,60,31,0.08,,,M
2002-09-15,90,61,0.43,,,M
2002-09-16,36,31,,,,E
2002-09-17,92,84,0.01,,,X
2002-09-18,86,63,0.26,,,X
2002-09-19,40,13,,,,M
2002-09-20,75,47,,,,X
2002-09-21,96,84,0.07,0.01,,M
2002-09-22,62,57,0.01,,,E
2002-09-23,77,56,0.04,,,X
2002-09-24,34,12,0.09,,,M
2002-09-25,30,15,0.02,,,X
2002-09-26,64,50,0.03,,,E
2002-09-27,107,97,0.29,,,M
2002-09-28,96,68,0.23,,,X
2002-09-29,104,97,0.03,,,E
2002-09-30,54,45,0.22,,,M
2002-10-01,71,62,0.03,,,M
2002-10-02,63,52,0.09,,,X
2002-10-03,46,23,0.18,,4,E
2002-10-04,34,12,0.17,,,M
2002-10-05,76,61,0.22,,,M
2002-10-06,63,38,0.05,,,E
2002-10-07,34,26,0.03,,,X
2002-10-08,103,85,0.04,,,M
2002-10-09,42,33,0.14,,,X
2002-10-10,107,91,0.09,,,X
2002-10-11,97,82,0.09,,,M
2002-10-12,99,94,0.07,,,X
2002-10-13,97,92,0.04,,,E
2002-10-14,36,31,0.02,,,X
2002-10-15,99,81,0.28,,,
2002-10-16,71,51,0.17,,,E
2002-10-17,60,45,0.01,,,
2002-10-18,57,46,0.08,,,M
2002-10-19,81,70,0.03,,3,M
2002-10-20,68,47,0.04,,,X
2002-10-21,104,85,0.14,,,X
2002-10-22,81,66,0.37,,,M
2002-10-23,68,62,0.01,0.04,,X
2002-10-24,96,90,0.2,,,E
2002-10-25,61,50,0.04,,,X
2002-10-26,75,67,0.01,,,X
2002-10-27,68,54,0.15,,,E
2002-10-28,69,55,0.09,,,E
2002-10-29,108,92,0.04,,,X
2002-10-30,95,89,,,,E
2002-10-31,90,77,,,,M
2002-11-01,98,69,0.01,,3,M
2002-11-02,41,32,0.18,,,X
2002-11-03,96,91,0.11,,,M
2002-11-04,60,35,0.17,,,M
2002-11-05,71,52,0.14,,,
2002-11-06,47,23,0.3,,,E
2002-11-07,95,86,0.1,,,E
2002-11-08,73,49,0.14,,,M
2002-11-09,106,77,0.28,,,X
2002-11-10,49,25,0.0,,,
2002-11-11,48,42,0.06,,,E
2002-11-12,90,84,0.12,,,M
2002-11-13,33,20,0.01,,,E
2002-11-14,86,61,0.1,,,X
2002-11-15,82,71,0.12,,,X
2002-11-16,106,77,0.27,,,M
2002-11-17,101,91,0.08,,,E
2002-11-18,61,33,0.06,,,E
2002-11-19,35,30,0.07,,,M
2002-11-20,30,8,0.02,,,M
2002-11-21,60,47,0.27,,,M
2002-11-22,40,20,0.24,,3,M
2002-11-23,97,89,,,,X
2002-11-24,68,47,0.13,,,X
2002-11-25,108,98,0.09,,,X
2002-11-26,93,75,0.06,,,E
2002-11-27,106,97,0.0,,,M
2002-11-28,105,79,0.01,,,E
2002-11-29,46,33,0.39,,,E
2002-11-30,91,71,0.14,,,E
2002-12-01,33,14,,0.04,,E
2002-12-02,46,38,0.1,,,M
2002-12-03,32,18,0.09,,,M
2002-12-04,103,75,0.17,,,E
2002-12-05,88,60,0.09,,,X
2002-12-06,62,50,0.09,0.07,,M
2002-12-07,92,75,0.05,,,M
2002-12-08,71,52,,,,
2002-12-09,51,30,0.05,,,E
2002-12-10,46,38,0.12,,,E
2002-12-11,56,47,0.01,,,E
2002-12-12,109,89,0.4,,,E
2002-12-13,56,49,0.03,,,E
2002-12-14,51,27,0.02,,,X
2002-12-15,51,44,,,,X
2002-12-16,100,93,0.06,,,M
2002-12-17,70,57,0.01,,1,M
2002-12-18,83,62,0.14,,,E
2002-12-19,64,46,0.02,,4,M
2002-12-20,72,63,0.06,,,X
2002-12-21,99,72,0.17,,,X
2002-12-22,96,79,0.2,,,X
2002-12-23,84,67,0.03,,,M
2002-12-24,48,31,0.06,,,X
2002-12-25,62,41,0.03,,2,M
2002-12-26,74,63,0.08,,,X
2002-12-27,58,32,0.08,,,M
2002-12-28,60,36,0.11,,,M
2002-12-29,80,64,0.03,,,E
2002-12-30,58,41,0.02,,,M
2002-12-31,107,80,0.02,,,X
