DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2002-01-01,84,55,,,,X
2002-01-02,99,84,,,,M
2002-01-03,50,31,0.12,,,M
2002-01-04,74,64,0.07,,,X
2002-01-05,72,48,,,,E
2002-01-06,30,3,0.17,,,E
2002-01-07,50,30,0.13,,,M
2002-01-08,31,13,0.16,,,E
2002-01-09,109,85,0.05,,,E
2002-01-10,45,34,0.04,,,E
2002-01-11,71,54,0.05,0.07,,
2002-01-12,100,73,,0.02,,E
2002-01-13,50,23,,,,M
2002-01-14,56,39,0.16,,,E
2002-01-15,47,35,,,,M
2002-01-16,96,84,0.1,,,E
2002-01-17,86,80,,,,E
2002-01-18,90,83,0.13,,,X
2002-01-19,103,90,0.0,,,E
2002-01-20,30,11,0.1,,,E
2002-01-21,43,14,0.18,,,X
2002-01-22,103,96,0.09,,,M
2002-01-23,54,48,0.03,,,X
2002-01-24,90,69,0.4,,,M
2002-01-25,57,45,0.06,,,M
2002-01-26,65,55,0.15,,,X
2002-01-27,84,65,0.03,,,M
2002-01-28,71,45,0.02,0.05,1,M
2002-01-29,88,76,0.08,,,X
2002-01-30,86,60,0.03,0.03,,E
2002-01-31,71,48,0.12,,,X
2002-02-01,64,45,,,,M
2002-02-02,51,38,0.05,,,M
2002-02-03,106,84,0.0,,,M
2002-02-04,39,23,,,,E
2002-02-05,51,22,0.13,0.02,,E
2002-02-06,84,70,0.03,,,M
2002-02-07,95,67,0.05,,,E
2002-02-08,83,61,0.0,,,X
2002-02-09,70,48,0.03,,,M
2002-02-10,33,28,0.02,,,X
2002-02-11,75,58,0.03,,,M
2002-02-12,52,35,,,,M
2002-02-13,77,66,0.0,,,E
2002-02-14,31,7,0.07,,,
2002-02-15,59,34,0.01,,,M
2002-02-16,37,27,0.37,,,E
2002-02-17,75,58,0.24,,2,M
2002-02-18,51,28,0.0,,,M
2002-02-19,92,63,0.01,,,M
2002-02-20,63,52,0.06,0.02,,X
2002-02-21,75,69,0.32,,,X
2002-02-22,87,70,0.26,,,M
2002-02-23,99,94,0.06,,,M
2002-02-24,69,51,0.07,,,M
2002-02-25,61,52,,,,E
2002-02-26,63,48,0.01,0.02,,E
2002-02-27,81,57,0.06,,,E
2002-02-28,38,10,0.31,,,M
2002-03-01,88,72,0.23,,,X
2002-03-02,67,52,0.02,,,X
2002-03-03,72,46,0.14,,,X
2002-03-04,44,25,0.05,,,X
2002-03-05,38,25,0.03,,,X
2002-03-06,75,65,0.02,,,E
2002-03-07,44,23,0.09,0.01,,M
2002-03-08,87,58,0.02,,,M
2002-03-09,70,43,0.03,,,M
2002-03-10,66,57,,,,E
2002-03-11,73,52,0.01,,,X
2002-03-12,40,31,0.18,,,X
2002-03-13,31,22,0.02,,,
2002-03-14,99,72,0.05,,,X
2002-03-15,99,79,,,,X
2002-03-16,51,29,,,1,E
2002-03-17,39,22,0.3,,,X
2002-03-18,30,18,0.03,,,X
2002-03-19,32,23,0.13,0.03,,X
2002-03-20,93,67,0.04,,,M
2002-03-21,63,47,0.04,,,X
2002-03-22,56,37,0.14,,,X
2002-03-23,66,48,0.09,,,E
2002-03-24,39,31,0.02,,,E
2002-03-25,66,55,0.03,,,X
2002-03-26,98,77,0.08,,2,
2002-03-27,43,29,0.01,,,M
2002-03-28,84,74,,,,M
2002-03-29,82,59,0.01,,,E
2002-03-30,95,74,0.1,,,M
2002-03-31,40,15,,,,X
2002-04-01,42,35,0.06,,,X
2002-04-02,64,37,0.14,,,M
2002-04-03,56,33,0.1,,,X
2002-04-04,36,27,0.25,,,M
2002-04-05,87,79,0.0,,,E
2002-04-06,90,65,0.07,,,M
2002-04-07,99,75,0.08,,,X
2002-04-08,45,19,0.13,0.05,3,E
2002-04-09,43,16,0.07,0.04,,X
2002-04-10,67,56,0.05,,,X
2002-04-11,83,70,0.16,,,X
2002-04-12,57,31,0.01,,,E
2002-04-13,90,64,0.36,0.09,,X
2002-04-14,107,79,0.01,,,M
2002-04-15,35,7,0.03,,,M
2002-04-16,35,18,0.05,,,E
2002-04-17,61,37,0.21,,2,M
2002-04-18,63,35,,,,
2002-04-19,37,30,0.2,,,M
2002-04-20,57,44,0.11,,,M
2002-04-21,60,52,0.04,0.03,,X
2002-04-22,43,36,0.05,,,M
2002-04-23,69,60,,,,E
2002-04-24,53,30,0.06,,,E
2002-04-25,42,30,0.02,,,E
2002-04-26,102,95,0.03,,,M
2002-04-27,50,43,0.17,,,X
2002-04-28,51,33,0.01,,,X
2002-04-29,93,68,0.16,,,E
2002-04-30,65,43,0.04,0.04,0,X
2002-05-01,58,31,0.2,,,E
2002-05-02,99,83,0.03,,,E
2002-05-03,85,69,0.03,,,M
2002-05-04,45,36,0.0,,,E
2002-05-05,63,51,0.05,,,M
2002-05-06,100,95,0.16,,,X
2002-05-07,96,86,0.01,,,X
2002-05-08,97,91,,,,M
2002-05-09,32,7,,,,M
2002-05-10,76,52,0.14,,,M
2002-05-11,69,51,0.08,,,E
2002-05-12,74,54,0.02,,,X
2002-05-13,75,66,,0.0,,
2002-05-14,31,20,,,,X
2002-05-15,40,15,0.11,,,E
2002-05-16,64,50,0.07,,,M
2002-05-17,72,46,0.15,,,X
2002-05-18,41,36,0.0,,,E
2002-05-19,67,58,0.08,,,X
2002-05-20,66,58,0.05,,,M
2002-05-21,108,85,0.01,,,E
2002-05-22,42,20,0.0,,,X
2002-05-23,101,92,0.31,,,E
2002-05-24,46,22,0.01,,,X
2002-05-25,64,36,0.21,,,X
2002-05-26,55,42,0.36,,,X
2002-05-27,39,23,0.09,,,X
2002-05-28,45,23,0.12,,,E
2002-05-29,70,46,0.07,0.06,,X
