DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2001-01-01,89,68,0.1,,,
2001-01-02,34,12,0.09,0.05,,M
2001-01-03,94,65,0.0,,0,M
2001-01-04,101,75,0.02,,,
2001-01-05,78,69,0.3,,,M
2001-01-06,34,7,0.04,,,E
2001-01-07,108,94,0.37,,,M
2001-01-08,92,81,,,,E
2001-01-09,69,55,0.19,,,E
2001-01-10,61,55,0.07,,,
2001-01-11,68,46,0.08,,,E
2001-01-12,67,51,0.04,,,E
2001-01-13,92,70,0.28,,,X
2001-01-14,92,65,0.15,,3,M
2001-01-15,101,94,0.04,,,E
2001-01-16,40,27,0.03,,,
2001-01-17,48,35,0.34,,,X
2001-01-18,73,46,0.09,,,M
2001-01-19,40,21,0.41,0.02,,X
2001-01-20,101,82,0.08,,,E
2001-01-21,80,55,0.02,,,M
2001-01-22,104,94,0.03,0.02,,X
2001-01-23,33,12,,,,M
2001-01-24,36,12,0.05,,,E
2001-01-25,107,102,0.03,,,M
2001-01-26,86,73,0.01,,,E
2001-01-27,101,78,0.03,,,X
2001-01-28,74,48,0.05,,,M
2001-01-29,87,77,0.05,,,X
2001-01-30,95,83,0.02,,,X
2001-01-31,68,46,0.02,,,M
2001-02-01,63,46,0.01,,,M
2001-02-02,84,77,0.1,,,M
2001-02-03,79,58,0.02,,,E
2001-02-04,85,80,0.04,,,E
2001-02-05,38,20,0.07,,,X
2001-02-06,69,45,0.14,,,E
2001-02-07,51,33,0.01,,,X
2001-02-08,42,33,0.08,,,M
2001-02-09,92,76,0.06,,,M
2001-02-10,51,41,0.2,,,M
2001-02-11,34,19,0.07,,,E
2001-02-12,59,33,,,,M
2001-02-13,53,46,0.15,,,E
2001-02-14,86,79,0.02,,,M
2001-02-15,78,62,0.17,,,E
2001-02-16,95,71,0.05,,,M
2001-02-17,102,79,0.01,,,M
2001-02-18,106,77,,,,E
2001-02-19,108,92,0.03,,,M
2001-02-20,86,57,0.22,,,X
2001-02-21,65,58,0.01,,,E
2001-02-22,44,26,0.42,,,M
2001-02-23,43,25,0.02,,,X
2001-02-24,94,74,0.18,,,M
2001-02-25,56,27,0.01,0.03,,X
2001-02-26,34,20,0.26,,,X
2001-02-27,69,52,0.16,,,X
2001-02-28,87,79,0.14,,,X
2001-03-01,61,54,0.11,,0,E
2001-03-02,61,46,0.09,,,M
2001-03-03,42,31,0.08,0.08,,
2001-03-04,99,92,0.23,,,E
2001-03-05,67,43,0.14,,,E
2001-03-06,40,21,0.02,,,E
2001-03-07,108,97,0.15,0.04,,M
2001-03-08,31,3,0.05,,,E
2001-03-09,88,76,0.04,,,E
2001-03-10,100,78,0.12,,,X
2001-03-11,55,34,0.03,,,X
2001-03-12,86,75,0.04,,0,X
2001-03-13,54,27,0.08,,,M
2001-03-14,71,46,0.07,,,E
2001-03-15,77,48,0.08,,,X
2001-03-16,45,33,0.0,,,X
2001-03-17,90,65,0.1,,,M
2001-03-18,102,77,0.04,0.03,,E
2001-03-19,45,24,0.07,,,X
2001-03-20,93,80,0.06,,,M
2001-03-21,90,71,0.12,,,X
2001-03-22,43,34,,,,X
2001-03-23,62,54,0.13,,,
2001-03-24,35,17,0.01,,,
2001-03-25,62,47,0.01,,,X
2001-03-26,46,41,0.24,,,X
2001-03-27,77,69,0.01,,2,
2001-03-28,85,79,0.05,,,M
2001-03-29,50,32,0.11,,,M
2001-03-30,68,52,0.04,,,X
2001-03-31,102,92,0.02,,,M
2001-04-01,56,29,0.04,0.02,,E
2001-04-02,104,81,0.03,,,E
2001-04-03,75,46,,,,E
2001-04-04,67,56,0.0,,,M
2001-04-05,65,41,0.13,,4,E
2001-04-06,36,26,0.02,0.02,,
2001-04-07,46,23,0.16,,,M
2001-04-08,47,28,0.08,,,M
2001-04-09,58,51,0.07,,,E
2001-04-10,76,67,0.08,,,X
2001-04-11,55,40,0.01,,,X
2001-04-12,89,64,0.03,,,M
2001-04-13,34,24,0.02,,,M
2001-04-14,97,77,0.12,0.11,,E
2001-04-15,58,47,0.02,,,M
2001-04-16,109,83,0.38,,,E
2001-04-17,97,85,0.01,,,M
2001-04-18,43,37,0.07,,,X
2001-04-19,72,63,,,,E
2001-04-20,95,75,0.05,,,M
2001-04-21,74,65,0.0,,,M
2001-04-22,51,31,0.1,,,E
2001-04-23,56,32,0.05,,,M
2001-04-24,94,79,0.04,,,M
2001-04-25,106,87,,,,M
2001-04-26,89,60,0.04,,,M
2001-04-27,37,8,0.18,,,X
2001-04-28,45,31,0.2,,,X
2001-04-29,38,17,0.03,,,M
2001-04-30,39,18,0.41,0.06,,X
2001-05-01,106,94,0.04,,,M
2001-05-02,30,16,0.01,,,E
2001-05-03,85,77,0.03,,,E
2001-05-04,69,63,0.23,,,E
2001-05-05,56,39,0.02,,,X
2001-05-06,92,67,0.06,,,E
2001-05-07,48,19,0.04,,,E
2001-05-08,58,49,,,,X
2001-05-09,80,58,0.02,,,X
2001-05-10,47,37,0.09,,,X
2001-05-11,58,40,0.04,,,X
2001-05-12,81,52,0.15,,,M
2001-05-13,106,77,0.17,,,E
2001-05-14,94,83,0.3,,,X
2001-05-15,72,50,0.07,,,X
2001-05-16,93,78,0.0,,,X
2001-05-17,65,39,0.06,,,X
2001-05-18,107,90,0.03,,,X
2001-05-19,94,83,0.01,,,M
2001-05-20,55,26,0.09,,,E
2001-05-21,84,73,0.04,,,M
2001-05-22,85,72,,,,E
2001-05-23,105,78,,,,X
2001-05-24,43,23,0.02,,,
2001-05-25,83,71,0.07,,,M
2001-05-26,87,65,0.01,,,X
2001-05-27,90,85,0.04,,,E
2001-05-28,55,39,0.04,,,M
2001-05-29,35,26,0.12,,,X
2001-05-30,87,67,0.09,,,X
2001-05-31,46,36,0.08,0.05,,M
2001-06-01,36,22,0.02,,,X
2001-06-02,96,73,0.04,,,E
2001-06-03,71,64,,,,M
2001-06-04,37,31,0.21,,,X
2001-06-05,66,38,0.02,,,E
2001-06-06,68,46,0.15,,,X
2001-06-07,104,87,0.06,,,M
2001-06-08,74,60,0.03,,,E
2001-06-09,108,99,0.03,,,M
2001-06-10,109,98,,,,E
2001-06-11,90,71,0.29,,,E
2001-06-12,77,50,0.06,,,X
2001-06-13,87,61,0.05,,,M
2001-06-14,96,73,0.01,0.03,,E
2001-06-15,40,25,0.01,,,E
2001-06-16,87,67,0.17,,,
2001-06-17,70,57,,,,M
2001-06-18,39,27,0.05,,,M
2001-06-19,59,52,0.02,,,X
2001-06-20,34,22,0.1,,,M
2001-06-21,103,86,0.04,,,M
2001-06-22,87,76,0.01,,,X
2001-06-23,97,91,0.03,,,E
2001-06-24,87,63,0.03,,,X
2001-06-25,109,101,0.03,,,E
