DATE,TMAX,TMIN,PRCP,SNOW,SNWD,QC_FLAG
2000-01-01,58,47,0.05,,,E
2000-01-02,68,41,0.03,,,E
2000-01-03,44,15,0.09,,,E
2000-01-04,63,37,0.06,,,E
2000-01-05,91,80,0.05,,,E
2000-01-06,108,94,0.14,,,E
2000-01-07,74,69,,,,E
2000-01-08,106,80,,,1,
2000-01-09,109,89,0.01,,,X
2000-01-10,45,32,0.11,,,X
2000-01-11,95,80,0.02,0.03,,M
2000-01-12,34,22,0.17,,,E
2000-01-13,61,38,0.04,0.02,,X
2000-01-14,53,31,0.08,,,E
2000-01-15,62,43,0.03,,,M
2000-01-16,105,81,0.08,,,X
2000-01-17,31,6,0.0,,,E
2000-01-18,39,14,,,,X
2000-01-19,109,95,0.01,,,E
2000-01-20,105,97,0.33,,,E
2000-01-21,89,65,0.07,,,E
2000-01-22,92,74,0.14,,,X
2000-01-23,85,68,0.01,,,X
2000-01-24,89,80,,,,X
2000-01-25,36,29,,,,M
2000-01-26,79,72,,0.01,2,E
2000-01-27,64,40,0.04,,,X
2000-01-28,77,58,0.14,,,X
2000-01-29,104,80,0.23,,,M
2000-01-30,43,26,,,,X
2000-01-31,48,40,0.05,,,X
2000-02-01,85,65,0.64,,,X
2000-02-02,36,15,0.08,,,X
2000-02-03,82,55,0.13,,,X
2000-02-04,70,63,0.01,,,X
2000-02-05,73,55,0.34,,,M
2000-02-06,105,95,0.13,0.05,,E
2000-02-07,34,18,0.04,,,E
2000-02-08,97,74,0.14,,,E
2000-02-09,60,45,0.06,,,M
2000-02-10,66,47,,,,X
2000-02-11,105,95,0.02,,,E
2000-02-12,93,84,0.05,,,X
2000-02-13,45,19,0.02,0.05,,M
2000-02-14,87,63,0.36,,,E
2000-02-15,39,15,0.05,,,E
2000-02-16,104,80,0.34,,,E
2000-02-17,68,56,0.13,,,X
2000-02-18,92,69,0.03,,,M
2000-02-19,44,33,0.12,0.08,,E
2000-02-20,58,39,0.03,,,E
2000-02-21,83,67,0.17,,,M
2000-02-22,38,25,0.31,0.01,,E
2000-02-23,51,28,,,,M
2000-02-24,109,100,0.7,,,E
